integrated_management_brief_id,decision_package_id,hospital_id,hospital_name,department_id,department_name,risk_tier,readiness_status,management_attention_level,urgency,primary_queue,scenario_summary_availability,financial_readiness,evidence_warning,action_queue_summary
IMB-13971398,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20251028,HOSP-001,,DEPT-PEX,Patient Experience,53.46,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-D09F9D92,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20251231,HOSP-001,,DEPT-PEX,Patient Experience,54.29,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-38083043,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250127,HOSP-001,,DEPT-SURG,Surgery,55.66,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-B72E9A7C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250131,HOSP-001,,DEPT-SURG,Surgery,56.3,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-39EBEF14,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250209,HOSP-001,,DEPT-SURG,Surgery,55.92,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-4EBA6A1A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250301,HOSP-001,,DEPT-SURG,Surgery,78.54,Requires Lineage Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-1C93F6E5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250305,HOSP-001,,DEPT-SURG,Surgery,80.64,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-DF301168,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250311,HOSP-001,,DEPT-SURG,Surgery,79.8,Requires Budget Data,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-5544B70E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250401,HOSP-001,,DEPT-SURG,Surgery,66.63,Requires Lineage Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-EE54FB27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250411,HOSP-001,,DEPT-SURG,Surgery,65.87,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-70C4774D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250415,HOSP-001,,DEPT-SURG,Surgery,54.26,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-EE94CFFD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250429,HOSP-001,,DEPT-SURG,Surgery,46.59,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-A97FA1DE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250504,HOSP-001,,DEPT-SURG,Surgery,59.47,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-6F9B99A9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250517,HOSP-001,,DEPT-SURG,Surgery,58.47,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-A20EC2B8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250521,HOSP-001,,DEPT-SURG,Surgery,65.02,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-FD00CEA9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250529,HOSP-001,,DEPT-SURG,Surgery,58.34,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-AA67F2B5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250606,HOSP-001,,DEPT-SURG,Surgery,89.76,Requires Baseline Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-2334E7D5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250613,HOSP-001,,DEPT-SURG,Surgery,86.85,Requires Evidence Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-3605BFA0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250618,HOSP-001,,DEPT-SURG,Surgery,57.57,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-B41D525C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250702,HOSP-001,,DEPT-SURG,Surgery,61.94,Requires Evidence Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-4C9C05A5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250709,HOSP-001,,DEPT-SURG,Surgery,84.17,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-6F627747,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250726,HOSP-001,,DEPT-SURG,Surgery,59.7,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-7A39B7B9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250802,HOSP-001,,DEPT-SURG,Surgery,62.82,Requires Lineage Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-DD152564,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250822,HOSP-001,,DEPT-SURG,Surgery,62.34,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-5E7EEE28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250903,HOSP-001,,DEPT-SURG,Surgery,64.78,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-493ECBEF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250916,HOSP-001,,DEPT-SURG,Surgery,75.74,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-D37F561B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250929,HOSP-001,,DEPT-SURG,Surgery,65.87,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-4C3DE157,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251020,HOSP-001,,DEPT-SURG,Surgery,63.04,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-850E9522,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251026,HOSP-001,,DEPT-SURG,Surgery,86.58,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-F6CF713B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251111,HOSP-001,,DEPT-SURG,Surgery,57.0,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-47564E17,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251127,HOSP-001,,DEPT-SURG,Surgery,63.79,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-9C6F7B27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251203,HOSP-001,,DEPT-SURG,Surgery,73.39,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-C01B690C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250120,HOSP-001,,DEPT-SURG,Surgery,59.69,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-9E4CA3AE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250125,HOSP-001,,DEPT-SURG,Surgery,64.69,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-E83A65A3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250214,HOSP-001,,DEPT-SURG,Surgery,55.39,Ready for Integrated Management Review,Standard Management Review,Prompt Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-43AE7423,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250226,HOSP-001,,DEPT-SURG,Surgery,58.27,Ready with Conditions,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-8122725A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250304,HOSP-001,,DEPT-SURG,Surgery,55.83,Ready for Integrated Management Review,Standard Management Review,Prompt Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-24431709,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250314,HOSP-001,,DEPT-SURG,Surgery,77.14,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-CF644B2D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250319,HOSP-001,,DEPT-SURG,Surgery,81.53,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-9A563F16,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250422,HOSP-001,,DEPT-SURG,Surgery,64.12,Requires Additional Scenario Analysis,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-2B7E0C28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250502,HOSP-001,,DEPT-SURG,Surgery,57.09,Not Suitable for Decision Use,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-25673786,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250509,HOSP-001,,DEPT-SURG,Surgery,60.05,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-824FD581,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250602,HOSP-001,,DEPT-SURG,Surgery,87.24,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-FEB0D3F0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250621,HOSP-001,,DEPT-SURG,Surgery,82.62,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-A99249FB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250704,HOSP-001,,DEPT-SURG,Surgery,94.87,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-9C7E6060,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250724,HOSP-001,,DEPT-SURG,Surgery,75.29,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-D24AABFA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250824,HOSP-001,,DEPT-SURG,Surgery,72.22,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-5F092CDC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250908,HOSP-001,,DEPT-SURG,Surgery,77.36,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-821A8D96,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250912,HOSP-001,,DEPT-SURG,Surgery,52.19,Requires Stakeholder Validation,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-300F2670,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20251004,HOSP-001,,DEPT-SURG,Surgery,85.52,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-817F1E61,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20251018,HOSP-001,,DEPT-SURG,Surgery,69.93,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-99CB09FD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20251030,HOSP-001,,DEPT-SURG,Surgery,83.13,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-6C1FBE0B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20251219,HOSP-001,,DEPT-SURG,Surgery,78.13,Requires Lineage Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-011F0FD8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20251230,HOSP-001,,DEPT-SURG,Surgery,56.85,Ready with Conditions,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-4DAFB72C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250407,HOSP-001,,DEPT-SURG,Surgery,72.31,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-C3651C87,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250516,HOSP-001,,DEPT-SURG,Surgery,71.43,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-7C992E13,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250526,HOSP-001,,DEPT-SURG,Surgery,67.18,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-DE8CAE57,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250530,HOSP-001,,DEPT-SURG,Surgery,62.93,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-1EE81D52,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250604,HOSP-001,,DEPT-SURG,Surgery,68.47,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-4652D90D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250608,HOSP-001,,DEPT-SURG,Surgery,85.28,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-4E556BA3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250623,HOSP-001,,DEPT-SURG,Surgery,71.84,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-9019ECDB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250627,HOSP-001,,DEPT-SURG,Surgery,79.87,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-FCF9325A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250708,HOSP-001,,DEPT-SURG,Surgery,70.54,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-714D4F4E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250714,HOSP-001,,DEPT-SURG,Surgery,81.84,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-D4D27EA4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250730,HOSP-001,,DEPT-SURG,Surgery,71.37,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-1DB119D2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250217,HOSP-001,,DEPT-SURG,Surgery,77.14,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-88F660B3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250223,HOSP-001,,DEPT-SURG,Surgery,57.13,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-29DC7418,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250414,HOSP-001,,DEPT-SURG,Surgery,58.45,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-1F38C247,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250428,HOSP-001,,DEPT-SURG,Surgery,70.63,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-AC4C0B5E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250609,HOSP-001,,DEPT-SURG,Surgery,51.71,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-7E93BD04,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250701,HOSP-001,,DEPT-SURG,Surgery,46.72,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-F3B08CAA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250705,HOSP-001,,DEPT-SURG,Surgery,82.61,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-693FAE9C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250727,HOSP-001,,DEPT-SURG,Surgery,60.72,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-53E17EB9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250731,HOSP-001,,DEPT-SURG,Surgery,58.52,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-0A01F4D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250814,HOSP-001,,DEPT-SURG,Surgery,54.54,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-C4231D7F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250906,HOSP-001,,DEPT-SURG,Surgery,56.13,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-0FC7F4F6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250914,HOSP-001,,DEPT-SURG,Surgery,51.58,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-7939189A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250927,HOSP-001,,DEPT-SURG,Surgery,58.68,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-84A5A846,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251005,HOSP-001,,DEPT-SURG,Surgery,70.36,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-23A28C2A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251009,HOSP-001,,DEPT-SURG,Surgery,62.28,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-58ED2471,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251105,HOSP-001,,DEPT-SURG,Surgery,50.69,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-3F7D5C7E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251117,HOSP-001,,DEPT-SURG,Surgery,51.14,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-5DCC1A6E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251121,HOSP-001,,DEPT-SURG,Surgery,72.48,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-FF8C3E75,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251202,HOSP-001,,DEPT-SURG,Surgery,64.31,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-A01F9AFE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251208,HOSP-001,,DEPT-SURG,Surgery,53.36,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-9F81A7DA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251214,HOSP-001,,DEPT-SURG,Surgery,72.79,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-717ECEE5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251226,HOSP-001,,DEPT-SURG,Surgery,56.55,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
