monitoring_action_id,decision_action_routing_id,decision_package_id,monitoring_required,monitoring_kpi,monitoring_frequency,trigger_condition,escalation_condition,reassessment_condition,responsible_role,reporting_requirement,current_status,governance_note
MON-6F1290DB,DAR-7EDBEC74,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-90F43A09,DAR-D70E7695,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-21EA85BA,DAR-16C3C92C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-558C3B88,DAR-2325718B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-62B404C1,DAR-5177B10C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-1907AD7B,DAR-A5F75B70,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-6EBE4062,DAR-79B648D9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-6FBBC8B1,DAR-91132CD8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E2683DA0,DAR-85BE6AB8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-DE10EF14,DAR-5E72DD37,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-EC09EF80,DAR-BD554CF0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-3E66C4C1,DAR-BC81DEE3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-FE9A09F8,DAR-56A8C75D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-4C0992BA,DAR-92187BB5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-50EF4C90,DAR-0B9EB225,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-7A0675EE,DAR-0B636B36,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-A60FC7C9,DAR-017794B2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-93516E43,DAR-4D3397CA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-BC8C6470,DAR-ED926096,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-59EC4F83,DAR-57A63AEB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-48AAA04A,DAR-8D64AF46,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C2199907,DAR-1ABB2275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-97C4E748,DAR-C895CF39,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-AFDBA211,DAR-D388E5F9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-FF018A1A,DAR-B1534D7C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-3DB35CEF,DAR-067BBE3A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-834B0053,DAR-845120DB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C645BA17,DAR-8ADD4F28,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-9A24450C,DAR-C09045AD,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-A2C2447A,DAR-41EC1F94,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-2512A409,DAR-28A94246,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-8FF7B4E0,DAR-658D5A05,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-0B568CCB,DAR-CB813BFF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-6FFA52AF,DAR-6671F7E6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-85B54FF2,DAR-0B9717C1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C2CCB4A6,DAR-F883E475,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-958621A7,DAR-2014F10B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-73186883,DAR-82FF9346,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-AEDD9748,DAR-72E13BF2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-37E5DD06,DAR-C6911469,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E1143DA1,DAR-02BE61BA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-74BD99B5,DAR-3BE9BBDF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-B6A3E270,DAR-9157CEC0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-E68435F9,DAR-0F5582F7,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-4C3BFE52,DAR-3BC4781E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-CB33CE84,DAR-1C309785,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-639E64F3,DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-CAC61CB2,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-E5B0B7E7,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-D0C28BFE,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-DE7D9E9A,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-2EF076FB,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-2D1AB961,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-1975A4D3,DAR-6D176FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-D1D281B4,DAR-6F52AB4D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-47C14AE2,DAR-ABE54BC8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-310606E0,DAR-94A8124A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-AFA69DF3,DAR-4152488A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-4EB01F48,DAR-E83F332E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-81C07D8B,DAR-ABF7005F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-118B5923,DAR-F478CDDD,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-CAAC32F0,DAR-C77E9C9A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-284BF8CA,DAR-723BDBA2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-CEBC922C,DAR-7D642AEB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C23A48C0,DAR-6107C21A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-567143B9,DAR-C17134B2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-90EDA122,DAR-4DB86EB3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-A4015208,DAR-93EE4994,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-7F1DCBB7,DAR-ED564EA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-9F603A75,DAR-6AAB93D9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-AB3DE927,DAR-E21BF951,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-8C54EECB,DAR-F9CD00DB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-8F498FF3,DAR-94B74FF2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C2AFEED9,DAR-882E9987,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-1ABC44F6,DAR-122243DB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-DF7A1C35,DAR-D4F053B1,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-8E3ECDDA,DAR-DD5492F2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-44E980EA,DAR-3659AEB0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-F4396E28,DAR-73469D08,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-8E1B03F1,DAR-28169661,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-0C1A661F,DAR-23DCEF09,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-BD7D350D,DAR-DE83967F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-ED9751D6,DAR-D8F16A41,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-2B497198,DAR-C5D71BB2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-43704FCE,DAR-821A79B5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-6E360881,DAR-7039BD26,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-1BCB0610,DAR-30907247,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-23B51EFA,DAR-7A3D6830,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-B38F9DD3,DAR-67B68C07,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-1935B5B0,DAR-9739DA27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-F8DBD9CE,DAR-20656E67,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-90FF872B,DAR-51F39760,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-3D31C6CB,DAR-15057934,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-8F021E27,DAR-596246CF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-E5A3FC30,DAR-8B037288,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-DACDC5AC,DAR-18FB64D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-371387FE,DAR-C3F1A180,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-0DC77B9E,DAR-B0F9ABE0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
