display_level_record_id,decision_package_id,approval_package_id,operational_risk_display,evidence_strength_display,lineage_strength_display,recommendation_readiness_display,scenario_readiness_display,financial_readiness_display,uncertainty_display,governance_burden_display,management_readiness_display,overall_display_level,display_level_formula
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224-DL,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Limited,Limited,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Not Assessable,Blocking,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Not Assessable,Blocking,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Not Assessable,Blocking,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Not Assessable,Blocking,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Not Assessable,Blocking,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217-DL,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,Not Assessable,Strong,Strong,Not Assessable,Not Assessable,Not Assessable,Not Assessable,Adequate,Conditional,Conditional,Transparent mapping from governed status to display band. Not a hidden score.
