integrated_management_brief_id,decision_package_id,hospital_name,department_name,dominant_kpi_name,risk_tier,urgency,management_attention_level,final_readiness_status,primary_permitted_action,main_blocking_condition,top_management_questions,central_financial_estimate,financial_confidence,evidence_completeness_status,lineage_completeness_status,approval_status
IMB-2334E7D5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,,Surgery,Staffing Level,,,Conditional Review,Requires Evidence Completion,Request Evidence Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-3605BFA0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-B41D525C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,,Surgery,Staffing Level,,,Conditional Review,Requires Evidence Completion,Request Evidence Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-4C9C05A5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,,Surgery,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-6F627747,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-7A39B7B9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,,Surgery,Staffing Level,,,Conditional Review,Requires Lineage Completion,Request Lineage Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-DD152564,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,,Surgery,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-5E7EEE28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,,Surgery,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-493ECBEF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-D37F561B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,,Surgery,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-4C3DE157,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,,Surgery,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-850E9522,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-F6CF713B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,,Surgery,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-47564E17,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,,Surgery,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-9C6F7B27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,,Surgery,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-C01B690C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-9E4CA3AE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-E83A65A3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,,Surgery,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-43AE7423,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-8122725A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,,Surgery,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-24431709,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-CF644B2D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-9A563F16,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Requires Additional Scenario Analysis,Request Additional Scenario,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-2B7E0C28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Not Suitable for Decision Use,Reject Decision Use,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-25673786,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,,Surgery,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-824FD581,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-FEB0D3F0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-A99249FB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-9C7E6060,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-D24AABFA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-5F092CDC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,,Surgery,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-821A8D96,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-300F2670,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,,Surgery,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-817F1E61,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,,Surgery,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-99CB09FD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,,Surgery,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-6C1FBE0B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Requires Lineage Completion,Request Lineage Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-011F0FD8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-4DAFB72C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-C3651C87,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-7C992E13,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-DE8CAE57,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-1EE81D52,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-4652D90D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-4E556BA3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-9019ECDB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-FCF9325A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-714D4F4E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-D4D27EA4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-1DB119D2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-88F660B3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-29DC7418,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-1F38C247,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-AC4C0B5E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-7E93BD04,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-F3B08CAA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-693FAE9C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-53E17EB9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-0A01F4D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-C4231D7F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-0FC7F4F6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-7939189A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-84A5A846,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-23A28C2A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-58ED2471,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-3F7D5C7E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-5DCC1A6E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-FF8C3E75,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-A01F9AFE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-9F81A7DA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-717ECEE5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
