decision_package_id,risk_tier,urgency,dominant_kpi_id,dominant_kpi_name,dominant_breach,contributing_factors,contradiction_warning,operational_escalation,management_attention,affected_department,reporting_date,primary_queue,monitoring_trigger
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250909,50.14,Prompt Review,kpi_006,Patient Satisfaction Score,Department Emergency Department on 2025-09-09 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_004; kpi_005; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Emergency Department,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250914,57.33,Immediate Review,kpi_006,Patient Satisfaction Score,Department Emergency Department on 2025-09-14 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_005; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Emergency Department,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250921,56.05,Immediate Review,kpi_006,Patient Satisfaction Score,Department Emergency Department on 2025-09-21 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Emergency Department,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251004,58.36,Immediate Review,kpi_006,Patient Satisfaction Score,Department Emergency Department on 2025-10-04 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Emergency Department,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251111,50.52,Prompt Review,kpi_006,Patient Satisfaction Score,Department Emergency Department on 2025-11-11 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_004; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Emergency Department,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251118,53.71,Immediate Review,kpi_006,Patient Satisfaction Score,Department Emergency Department on 2025-11-18 assessed as Elevated priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_004; kpi_005; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Emergency Department,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251129,51.76,Immediate Review,kpi_006,Patient Satisfaction Score,Department Emergency Department on 2025-11-29 assessed as Elevated priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Emergency Department,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251203,56.82,Immediate Review,kpi_006,Patient Satisfaction Score,Department Emergency Department on 2025-12-03 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Emergency Department,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251210,56.92,Immediate Review,kpi_006,Patient Satisfaction Score,Department Emergency Department on 2025-12-10 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Emergency Department,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251224,58.36,Immediate Review,kpi_006,Patient Satisfaction Score,Department Emergency Department on 2025-12-24 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_004; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Emergency Department,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250106,68.52,Immediate Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-01-06 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250114,55.33,Prompt Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-01-14 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250211,56.85,Prompt Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-02-11 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250216,82.23,Immediate Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-02-16 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250323,80.9,Immediate Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-03-23 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250407,58.46,Prompt Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-04-07 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250426,64.49,Immediate Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-04-26 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250505,94.8,Immediate Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-05-05 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250513,94.8,Immediate Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-05-13 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250528,51.83,Prompt Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-05-28 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250612,42.35,Prompt Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-06-12 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250707,43.97,Prompt Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-07-07 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250801,77.63,Immediate Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-08-01 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250830,81.38,Immediate Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-08-30 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250914,81.97,Immediate Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-09-14 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250922,78.44,Immediate Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-09-22 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20251105,53.41,Prompt Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-11-05 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20251111,57.71,Immediate Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-11-11 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20251130,59.36,Prompt Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-11-30 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20251227,65.48,Immediate Review,kpi_001,Staffing Level,Department Intensive Care Unit on 2025-12-27 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Intensive Care Unit,,General Queue,3 days
