audit_event_contract_id,decision_action_routing_id,decision_package_id,action_id,audit_event_type,event_allowed,event_status,actor_role_required,actor_id,actor_name,event_timestamp,event_reason,management_comment,evidence_attachment_reference,approval_reference,previous_status,new_status,previous_version,new_version,source_snapshot_checksum,result_snapshot_checksum,audit_sequence_number,audit_integrity_status,governance_note
AEC-02EBDD52,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-E01AABEB,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-E3041C72,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-C649C825,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-A24A6BCB,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-BE535E15,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-B27ECB51,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-ABCA5D5B,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-31049B0B,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D3DF8239,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-B0EBCD1D,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-174F63AF,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-8F8EF60B,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-04C08F66,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-7C9E418D,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-FAFA1240,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-6C7300B3,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-A9FE7A01,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-04127BF4,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-C6A9A972,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-94765AAE,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-43E5846B,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-1C43E92E,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-CD9B6E12,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3D1771B9,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-95FA99E3,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-F8745DB2,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-BF0663B5,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-FA65DF2C,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-69A73793,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-E7A90F35,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-ADA3E968,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-7F0ADEB0,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-8E5E9261,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D114ECDE,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-028203F9,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3DDE91D1,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D7E6428E,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-8F8CDBE0,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-1286EFBC,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-366552CD,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-0128E168,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-7B0BD21A,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-46660844,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-AE2E1797,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-B883713C,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3E5CB257,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-857C6A07,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D3C7F32E,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-F139613D,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-9A25443A,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-B135B803,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-E14F9F27,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-8BEA6D32,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-19E07965,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-6FB44D9D,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-E4D6BFDE,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-8F088B6D,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-DCE7F411,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-E8B7D813,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-B169AE68,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-48C8D1EA,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-06AB9C0A,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3FE5DD73,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-ABF2CDB0,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-8022945E,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-886429BF,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-341BA9E2,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-287C42BB,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-E7CA6120,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-BD903989,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-4BC17C62,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-1F1D7023,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-41B48CB8,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-734C1E64,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D442FF28,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-943FB6E3,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-E15638ED,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-239FB9C7,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-A5114B11,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-DB616CB5,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-1B4BDC34,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-0CD102D9,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-29800D7B,DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-486659AF,DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-0A02E635,DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-086221A7,DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-26460B53,DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-08083008,DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-09D9DC8B,DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3CA51954,DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-832484C2,DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-C07F43EC,DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-19B57A67,DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-7DEB6324,DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-A938AF03,DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
