integrated_management_brief_id,decision_package_id,export_type,export_appendix,display_order,available_flag,governance_note
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-6A05B58B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-6A05B58B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-6A05B58B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-6A05B58B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-6A05B58B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-6A05B58B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-6A05B58B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-6A05B58B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-D89DB47B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-D89DB47B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-D89DB47B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-D89DB47B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-D89DB47B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-D89DB47B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-D89DB47B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-D89DB47B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-B778AC03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-B778AC03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-B778AC03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-B778AC03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-B778AC03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-B778AC03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-B778AC03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-B778AC03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-922A4E50,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-922A4E50,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-922A4E50,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-922A4E50,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-922A4E50,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-922A4E50,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
