decision_package_id,issue_type,issue_description,severity,visibility_rule
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,No Outstanding Condition,No outstanding conditions,None,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,Display Condition,Validation outcome: Validated with Conditions,Medium,Always visible
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,Scenario Condition,scenario:ready_review_scenario_present,Medium,Always visible
