decision_action_routing_id,decision_package_id,secondary_permitted_action,assigned_flag,selected_flag,governance_note
DAR-092C1912,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,Request Evidence Completion,False,False,Secondary action for Requires Lineage Completion
DAR-092C1912,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,Defer Decision,False,False,Secondary action for Requires Lineage Completion
DAR-49825A9F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-49825A9F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-49825A9F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-49825A9F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-49825A9F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-49825A9F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-0330B3F6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-0330B3F6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-0330B3F6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-0330B3F6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-0330B3F6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-0330B3F6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-BF5B759A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-BF5B759A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-BF5B759A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-BF5B759A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-BF5B759A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-BF5B759A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-9D6EE3D4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Request Stakeholder Review,False,False,Secondary action for Requires Assumption Validation
DAR-9D6EE3D4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Continue Monitoring,False,False,Secondary action for Requires Assumption Validation
DAR-9D6EE3D4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Defer Decision,False,False,Secondary action for Requires Assumption Validation
DAR-3F9E90FC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Request Stakeholder Review,False,False,Secondary action for Requires Evidence Completion
DAR-3F9E90FC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Continue Monitoring,False,False,Secondary action for Requires Evidence Completion
DAR-3F9E90FC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Defer Decision,False,False,Secondary action for Requires Evidence Completion
DAR-EDB766BC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Validate Assumptions,False,False,Secondary action for Requires Stakeholder Validation
DAR-EDB766BC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Validate Financial Inputs,False,False,Secondary action for Requires Stakeholder Validation
DAR-EDB766BC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Continue Monitoring,False,False,Secondary action for Requires Stakeholder Validation
DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Request Stakeholder Review,False,False,Secondary action for Requires Evidence Completion
DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Continue Monitoring,False,False,Secondary action for Requires Evidence Completion
DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Defer Decision,False,False,Secondary action for Requires Evidence Completion
DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Validate Assumptions,False,False,Secondary action for Requires Stakeholder Validation
DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Validate Financial Inputs,False,False,Secondary action for Requires Stakeholder Validation
DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Continue Monitoring,False,False,Secondary action for Requires Stakeholder Validation
DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Validate Assumptions,False,False,Secondary action for Requires Stakeholder Validation
DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Validate Financial Inputs,False,False,Secondary action for Requires Stakeholder Validation
DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Continue Monitoring,False,False,Secondary action for Requires Stakeholder Validation
DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Validate Assumptions,False,False,Secondary action for Requires Stakeholder Validation
DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Validate Financial Inputs,False,False,Secondary action for Requires Stakeholder Validation
DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Continue Monitoring,False,False,Secondary action for Requires Stakeholder Validation
DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Request Stakeholder Review,False,False,Secondary action for Requires Assumption Validation
DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Continue Monitoring,False,False,Secondary action for Requires Assumption Validation
DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Defer Decision,False,False,Secondary action for Requires Assumption Validation
DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Request Evidence Completion,False,False,Secondary action for Requires Baseline Validation
DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Continue Monitoring,False,False,Secondary action for Requires Baseline Validation
DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Defer Decision,False,False,Secondary action for Requires Baseline Validation
DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Request Stakeholder Review,False,False,Secondary action for Requires Evidence Completion
DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Continue Monitoring,False,False,Secondary action for Requires Evidence Completion
DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Defer Decision,False,False,Secondary action for Requires Evidence Completion
DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Request Stakeholder Review,False,False,Secondary action for Requires Assumption Validation
DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Continue Monitoring,False,False,Secondary action for Requires Assumption Validation
DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Defer Decision,False,False,Secondary action for Requires Assumption Validation
DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-5073CA0D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Request Stakeholder Review,False,False,Secondary action for Requires Evidence Completion
DAR-5073CA0D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Continue Monitoring,False,False,Secondary action for Requires Evidence Completion
DAR-5073CA0D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Defer Decision,False,False,Secondary action for Requires Evidence Completion
DAR-EC066580,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Request Evidence Completion,False,False,Secondary action for Requires Baseline Validation
DAR-EC066580,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Continue Monitoring,False,False,Secondary action for Requires Baseline Validation
DAR-EC066580,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Defer Decision,False,False,Secondary action for Requires Baseline Validation
DAR-DAFE6C17,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-DAFE6C17,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-DAFE6C17,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-DAFE6C17,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-DAFE6C17,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-DAFE6C17,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-9E5250FD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Validate Assumptions,False,False,Secondary action for Requires Stakeholder Validation
DAR-9E5250FD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Validate Financial Inputs,False,False,Secondary action for Requires Stakeholder Validation
DAR-9E5250FD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Continue Monitoring,False,False,Secondary action for Requires Stakeholder Validation
DAR-03517CCE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Request Evidence Completion,False,False,Secondary action for Requires Baseline Validation
DAR-03517CCE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Continue Monitoring,False,False,Secondary action for Requires Baseline Validation
DAR-03517CCE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Defer Decision,False,False,Secondary action for Requires Baseline Validation
DAR-DBA71FEC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-DBA71FEC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-DBA71FEC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-DBA71FEC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-DBA71FEC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-DBA71FEC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-C932E734,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Validate Financial Inputs,False,False,Secondary action for Requires Budget Data
DAR-C932E734,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Defer Decision,False,False,Secondary action for Requires Budget Data
DAR-C1D36465,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Provide Budget Information,False,False,Secondary action for Requires Financial Input
DAR-C1D36465,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Request Stakeholder Review,False,False,Secondary action for Requires Financial Input
DAR-C1D36465,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Continue Monitoring,False,False,Secondary action for Requires Financial Input
DAR-45463007,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Request Evidence Completion,False,False,Secondary action for Requires Lineage Completion
DAR-45463007,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Defer Decision,False,False,Secondary action for Requires Lineage Completion
DAR-90180611,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-90180611,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-90180611,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-90180611,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-90180611,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-90180611,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-B161261C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Request Evidence Completion,False,False,Secondary action for Requires Baseline Validation
DAR-B161261C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Continue Monitoring,False,False,Secondary action for Requires Baseline Validation
DAR-B161261C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Defer Decision,False,False,Secondary action for Requires Baseline Validation
DAR-A6895EA4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-A6895EA4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-A6895EA4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-A6895EA4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-A6895EA4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-A6895EA4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-82E87259,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-82E87259,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-82E87259,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-82E87259,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-82E87259,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-82E87259,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-AF1648D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-AF1648D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-AF1648D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-58B3B886,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-58B3B886,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-58B3B886,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-58B3B886,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-58B3B886,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-58B3B886,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-2C91AB89,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-2C91AB89,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-2C91AB89,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-2C91AB89,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-2C91AB89,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-2C91AB89,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-F2C05458,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-F2C05458,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-F2C05458,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-452227E1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
