queue_record_id,hospital_id,department_id,queue_date,reporting_date,reporting_month,queue_stage,arrivals_count,served_count,waiting_patient_count,average_wait_minutes,median_wait_minutes,maximum_wait_minutes,summary_source_flag,encounter_derived_flag,valid_queue_record_flag,source_primary_key,processing_run_id,validation_run_id,transformation_version,processed_datetime,source_row_number
QUEUE-000000342,HOSP-001,DEPT-DIAG,2026-12-08,2026-12-08,2026-12,Triage,56,53,3,39.6,40.0,,,,True,QUEUE-000000342,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000343,HOSP-001,DEPT-DIAG,2026-12-09,2026-12-09,2026-12,Pharmacy,50,47,3,39.8,42.0,,,,True,QUEUE-000000343,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000344,HOSP-001,DEPT-DIAG,2026-12-10,2026-12-10,2026-12,Pharmacy,56,54,2,42.4,40.0,,,,True,QUEUE-000000344,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000345,HOSP-001,DEPT-DIAG,2026-12-11,2026-12-11,2026-12,Registration,53,52,1,40.6,45.0,,,,True,QUEUE-000000345,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000346,HOSP-001,DEPT-DIAG,2026-12-12,2026-12-12,2026-12,Billing,61,61,0,39.0,38.0,,,,True,QUEUE-000000346,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000347,HOSP-001,DEPT-DIAG,2026-12-13,2026-12-13,2026-12,Radiology,64,60,4,42.5,45.0,,,,True,QUEUE-000000347,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000348,HOSP-001,DEPT-DIAG,2026-12-14,2026-12-14,2026-12,Triage,67,64,3,36.3,34.0,,,,True,QUEUE-000000348,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000349,HOSP-001,DEPT-DIAG,2026-12-15,2026-12-15,2026-12,Registration,72,70,2,37.0,38.5,,,,True,QUEUE-000000349,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000350,HOSP-001,DEPT-DIAG,2026-12-16,2026-12-16,2026-12,Consultation,58,57,1,43.9,44.0,,,,True,QUEUE-000000350,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000351,HOSP-001,DEPT-DIAG,2026-12-17,2026-12-17,2026-12,Triage,62,60,2,38.1,35.0,,,,True,QUEUE-000000351,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000352,HOSP-001,DEPT-DIAG,2026-12-18,2026-12-18,2026-12,Triage,52,52,0,38.8,39.0,,,,True,QUEUE-000000352,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000353,HOSP-001,DEPT-DIAG,2026-12-19,2026-12-19,2026-12,Registration,50,50,0,40.6,41.5,,,,True,QUEUE-000000353,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000354,HOSP-001,DEPT-DIAG,2026-12-20,2026-12-20,2026-12,Triage,70,67,3,38.7,40.0,,,,True,QUEUE-000000354,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000355,HOSP-001,DEPT-DIAG,2026-12-21,2026-12-21,2026-12,Pharmacy,46,46,0,42.4,43.0,,,,True,QUEUE-000000355,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000356,HOSP-001,DEPT-DIAG,2026-12-22,2026-12-22,2026-12,Radiology,54,53,1,39.6,42.0,,,,True,QUEUE-000000356,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000357,HOSP-001,DEPT-DIAG,2026-12-23,2026-12-23,2026-12,Billing,56,52,4,46.6,47.5,,,,True,QUEUE-000000357,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000358,HOSP-001,DEPT-DIAG,2026-12-24,2026-12-24,2026-12,Pharmacy,61,58,3,37.7,39.0,,,,True,QUEUE-000000358,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000359,HOSP-001,DEPT-DIAG,2026-12-25,2026-12-25,2026-12,Consultation,37,36,1,41.1,40.5,,,,True,QUEUE-000000359,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000360,HOSP-001,DEPT-DIAG,2026-12-26,2026-12-26,2026-12,Billing,45,44,1,41.5,45.0,,,,True,QUEUE-000000360,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000361,HOSP-001,DEPT-DIAG,2026-12-27,2026-12-27,2026-12,Pharmacy,56,54,2,41.1,46.5,,,,True,QUEUE-000000361,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000362,HOSP-001,DEPT-DIAG,2026-12-28,2026-12-28,2026-12,Registration,53,52,1,39.2,41.5,,,,True,QUEUE-000000362,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000363,HOSP-001,DEPT-DIAG,2026-12-29,2026-12-29,2026-12,Pharmacy,43,42,1,43.7,41.5,,,,True,QUEUE-000000363,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000364,HOSP-001,DEPT-DIAG,2026-12-30,2026-12-30,2026-12,Triage,48,47,1,39.3,41.0,,,,True,QUEUE-000000364,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000365,HOSP-001,DEPT-DIAG,2026-12-31,2026-12-31,2026-12,Radiology,56,51,5,41.6,39.0,,,,True,QUEUE-000000365,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000366,HOSP-001,DEPT-ED,2026-01-01,2026-01-01,2026-01,Billing,100,97,3,29.3,29.0,,,,True,QUEUE-000000366,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000367,HOSP-001,DEPT-ED,2026-01-02,2026-01-02,2026-01,Billing,81,80,1,34.2,36.5,,,,True,QUEUE-000000367,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000368,HOSP-001,DEPT-ED,2026-01-03,2026-01-03,2026-01,Radiology,92,89,3,33.3,34.0,,,,True,QUEUE-000000368,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000369,HOSP-001,DEPT-ED,2026-01-04,2026-01-04,2026-01,Registration,104,102,2,30.7,29.0,,,,True,QUEUE-000000369,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000370,HOSP-001,DEPT-ED,2026-01-05,2026-01-05,2026-01,Radiology,95,94,1,33.2,33.5,,,,True,QUEUE-000000370,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000371,HOSP-001,DEPT-ED,2026-01-06,2026-01-06,2026-01,Registration,91,88,3,30.4,32.5,,,,True,QUEUE-000000371,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000372,HOSP-001,DEPT-ED,2026-01-07,2026-01-07,2026-01,Billing,90,89,1,32.8,32.0,,,,True,QUEUE-000000372,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000373,HOSP-001,DEPT-ED,2026-01-08,2026-01-08,2026-01,Radiology,101,96,5,32.3,33.0,,,,True,QUEUE-000000373,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000374,HOSP-001,DEPT-ED,2026-01-09,2026-01-09,2026-01,Consultation,80,77,3,32.5,31.0,,,,True,QUEUE-000000374,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000375,HOSP-001,DEPT-ED,2026-01-10,2026-01-10,2026-01,Registration,103,97,6,32.1,33.0,,,,True,QUEUE-000000375,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000376,HOSP-001,DEPT-ED,2026-01-11,2026-01-11,2026-01,Registration,94,89,5,31.8,33.0,,,,True,QUEUE-000000376,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000377,HOSP-001,DEPT-ED,2026-01-12,2026-01-12,2026-01,Registration,113,112,1,32.4,33.0,,,,True,QUEUE-000000377,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000378,HOSP-001,DEPT-ED,2026-01-13,2026-01-13,2026-01,Consultation,105,96,9,33.1,33.5,,,,True,QUEUE-000000378,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000379,HOSP-001,DEPT-ED,2026-01-14,2026-01-14,2026-01,Radiology,78,77,1,34.5,36.0,,,,True,QUEUE-000000379,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000380,HOSP-001,DEPT-ED,2026-01-15,2026-01-15,2026-01,Radiology,86,83,3,34.3,35.0,,,,True,QUEUE-000000380,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000381,HOSP-001,DEPT-ED,2026-01-16,2026-01-16,2026-01,Billing,94,93,1,32.6,34.0,,,,True,QUEUE-000000381,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000382,HOSP-001,DEPT-ED,2026-01-17,2026-01-17,2026-01,Triage,86,80,6,34.2,35.0,,,,True,QUEUE-000000382,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000383,HOSP-001,DEPT-ED,2026-01-18,2026-01-18,2026-01,Triage,75,74,1,28.5,29.0,,,,True,QUEUE-000000383,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000384,HOSP-001,DEPT-ED,2026-01-19,2026-01-19,2026-01,Pharmacy,92,89,3,32.2,33.0,,,,True,QUEUE-000000384,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000385,HOSP-001,DEPT-ED,2026-01-20,2026-01-20,2026-01,Registration,99,98,1,31.6,34.0,,,,True,QUEUE-000000385,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000386,HOSP-001,DEPT-ED,2026-01-21,2026-01-21,2026-01,Consultation,122,120,2,30.5,30.0,,,,True,QUEUE-000000386,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000387,HOSP-001,DEPT-ED,2026-01-22,2026-01-22,2026-01,Billing,87,87,0,31.7,33.0,,,,True,QUEUE-000000387,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000388,HOSP-001,DEPT-ED,2026-01-23,2026-01-23,2026-01,Radiology,104,102,2,31.8,34.0,,,,True,QUEUE-000000388,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000389,HOSP-001,DEPT-ED,2026-01-24,2026-01-24,2026-01,Pharmacy,98,94,4,31.9,36.0,,,,True,QUEUE-000000389,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000390,HOSP-001,DEPT-ED,2026-01-25,2026-01-25,2026-01,Billing,99,98,1,32.5,34.0,,,,True,QUEUE-000000390,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000391,HOSP-001,DEPT-ED,2026-01-26,2026-01-26,2026-01,Registration,94,91,3,31.1,30.0,,,,True,QUEUE-000000391,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000392,HOSP-001,DEPT-ED,2026-01-27,2026-01-27,2026-01,Radiology,91,87,4,30.9,32.0,,,,True,QUEUE-000000392,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000393,HOSP-001,DEPT-ED,2026-01-28,2026-01-28,2026-01,Pharmacy,102,99,3,31.9,34.0,,,,True,QUEUE-000000393,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000394,HOSP-001,DEPT-ED,2026-01-29,2026-01-29,2026-01,Consultation,96,91,5,33.2,35.0,,,,True,QUEUE-000000394,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000395,HOSP-001,DEPT-ED,2026-01-30,2026-01-30,2026-01,Pharmacy,77,75,2,29.0,30.0,,,,True,QUEUE-000000395,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000396,HOSP-001,DEPT-ED,2026-01-31,2026-01-31,2026-01,Consultation,99,94,5,30.3,29.0,,,,True,QUEUE-000000396,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000397,HOSP-001,DEPT-ED,2026-02-01,2026-02-01,2026-02,Consultation,93,91,2,30.8,31.0,,,,True,QUEUE-000000397,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000398,HOSP-001,DEPT-ED,2026-02-02,2026-02-02,2026-02,Billing,87,83,4,34.9,35.0,,,,True,QUEUE-000000398,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000399,HOSP-001,DEPT-ED,2026-02-03,2026-02-03,2026-02,Registration,85,83,2,33.5,37.0,,,,True,QUEUE-000000399,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000400,HOSP-001,DEPT-ED,2026-02-04,2026-02-04,2026-02,Pharmacy,101,101,0,32.7,35.0,,,,True,QUEUE-000000400,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000401,HOSP-001,DEPT-ED,2026-02-05,2026-02-05,2026-02,Pharmacy,99,95,4,30.8,33.0,,,,True,QUEUE-000000401,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000402,HOSP-001,DEPT-ED,2026-02-06,2026-02-06,2026-02,Pharmacy,103,100,3,33.0,33.0,,,,True,QUEUE-000000402,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000403,HOSP-001,DEPT-ED,2026-02-07,2026-02-07,2026-02,Radiology,108,106,2,32.9,35.0,,,,True,QUEUE-000000403,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000404,HOSP-001,DEPT-ED,2026-02-08,2026-02-08,2026-02,Consultation,103,99,4,32.5,33.0,,,,True,QUEUE-000000404,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000405,HOSP-001,DEPT-ED,2026-02-09,2026-02-09,2026-02,Registration,107,103,4,33.3,35.0,,,,True,QUEUE-000000405,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000406,HOSP-001,DEPT-ED,2026-02-10,2026-02-10,2026-02,Consultation,92,91,1,30.7,31.0,,,,True,QUEUE-000000406,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000407,HOSP-001,DEPT-ED,2026-02-11,2026-02-11,2026-02,Triage,111,108,3,30.4,29.0,,,,True,QUEUE-000000407,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000408,HOSP-001,DEPT-ED,2026-02-12,2026-02-12,2026-02,Radiology,96,94,2,30.6,29.0,,,,True,QUEUE-000000408,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000409,HOSP-001,DEPT-ED,2026-02-13,2026-02-13,2026-02,Radiology,103,101,2,30.4,30.0,,,,True,QUEUE-000000409,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000410,HOSP-001,DEPT-ED,2026-02-14,2026-02-14,2026-02,Billing,106,105,1,33.3,36.0,,,,True,QUEUE-000000410,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000411,HOSP-001,DEPT-ED,2026-02-15,2026-02-15,2026-02,Consultation,101,97,4,31.7,34.0,,,,True,QUEUE-000000411,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000412,HOSP-001,DEPT-ED,2026-02-16,2026-02-16,2026-02,Registration,99,96,3,30.9,31.5,,,,True,QUEUE-000000412,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000413,HOSP-001,DEPT-ED,2026-02-17,2026-02-17,2026-02,Consultation,90,82,8,30.3,31.5,,,,True,QUEUE-000000413,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000414,HOSP-001,DEPT-ED,2026-02-18,2026-02-18,2026-02,Billing,107,98,9,32.8,32.5,,,,True,QUEUE-000000414,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000415,HOSP-001,DEPT-ED,2026-02-19,2026-02-19,2026-02,Consultation,97,92,5,32.7,33.0,,,,True,QUEUE-000000415,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000416,HOSP-001,DEPT-ED,2026-02-20,2026-02-20,2026-02,Consultation,83,79,4,31.7,33.0,,,,True,QUEUE-000000416,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000417,HOSP-001,DEPT-ED,2026-02-21,2026-02-21,2026-02,Pharmacy,78,76,2,32.6,32.5,,,,True,QUEUE-000000417,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000418,HOSP-001,DEPT-ED,2026-02-22,2026-02-22,2026-02,Consultation,96,94,2,31.9,31.5,,,,True,QUEUE-000000418,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000419,HOSP-001,DEPT-ED,2026-02-23,2026-02-23,2026-02,Billing,82,81,1,30.3,30.0,,,,True,QUEUE-000000419,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000420,HOSP-001,DEPT-ED,2026-02-24,2026-02-24,2026-02,Triage,91,90,1,31.7,31.5,,,,True,QUEUE-000000420,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000421,HOSP-001,DEPT-ED,2026-02-25,2026-02-25,2026-02,Registration,73,71,2,31.5,31.0,,,,True,QUEUE-000000421,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000422,HOSP-001,DEPT-ED,2026-02-26,2026-02-26,2026-02,Triage,91,87,4,33.3,31.0,,,,True,QUEUE-000000422,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000423,HOSP-001,DEPT-ED,2026-02-27,2026-02-27,2026-02,Pharmacy,105,102,3,32.0,36.0,,,,True,QUEUE-000000423,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000424,HOSP-001,DEPT-ED,2026-02-28,2026-02-28,2026-02,Pharmacy,107,102,5,31.8,34.0,,,,True,QUEUE-000000424,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000425,HOSP-001,DEPT-ED,2026-03-01,2026-03-01,2026-03,Billing,112,109,3,38.7,40.0,,,,True,QUEUE-000000425,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000426,HOSP-001,DEPT-ED,2026-03-02,2026-03-02,2026-03,Consultation,114,114,0,38.0,36.0,,,,True,QUEUE-000000426,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000427,HOSP-001,DEPT-ED,2026-03-03,2026-03-03,2026-03,Registration,124,118,6,36.5,36.5,,,,True,QUEUE-000000427,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000428,HOSP-001,DEPT-ED,2026-03-04,2026-03-04,2026-03,Consultation,114,113,1,38.2,40.0,,,,True,QUEUE-000000428,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000429,HOSP-001,DEPT-ED,2026-03-05,2026-03-05,2026-03,Registration,113,110,3,35.6,35.0,,,,True,QUEUE-000000429,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000430,HOSP-001,DEPT-ED,2026-03-06,2026-03-06,2026-03,Billing,97,97,0,35.7,36.0,,,,True,QUEUE-000000430,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000431,HOSP-001,DEPT-ED,2026-03-07,2026-03-07,2026-03,Radiology,100,98,2,36.7,41.0,,,,True,QUEUE-000000431,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000432,HOSP-001,DEPT-ED,2026-03-08,2026-03-08,2026-03,Consultation,99,99,0,36.1,36.0,,,,True,QUEUE-000000432,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000433,HOSP-001,DEPT-ED,2026-03-09,2026-03-09,2026-03,Triage,112,107,5,35.4,39.0,,,,True,QUEUE-000000433,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000434,HOSP-001,DEPT-ED,2026-03-10,2026-03-10,2026-03,Triage,115,109,6,35.6,36.0,,,,True,QUEUE-000000434,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000435,HOSP-001,DEPT-ED,2026-03-11,2026-03-11,2026-03,Registration,102,98,4,37.0,39.5,,,,True,QUEUE-000000435,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000436,HOSP-001,DEPT-ED,2026-03-12,2026-03-12,2026-03,Pharmacy,96,91,5,33.8,34.0,,,,True,QUEUE-000000436,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000437,HOSP-001,DEPT-ED,2026-03-13,2026-03-13,2026-03,Billing,106,102,4,36.8,37.5,,,,True,QUEUE-000000437,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000438,HOSP-001,DEPT-ED,2026-03-14,2026-03-14,2026-03,Triage,91,90,1,35.5,36.0,,,,True,QUEUE-000000438,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000439,HOSP-001,DEPT-ED,2026-03-15,2026-03-15,2026-03,Triage,99,96,3,36.0,36.0,,,,True,QUEUE-000000439,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000440,HOSP-001,DEPT-ED,2026-03-16,2026-03-16,2026-03,Consultation,92,85,7,33.9,31.0,,,,True,QUEUE-000000440,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000441,HOSP-001,DEPT-ED,2026-03-17,2026-03-17,2026-03,Triage,101,101,0,37.1,37.0,,,,True,QUEUE-000000441,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000442,HOSP-001,DEPT-ED,2026-03-18,2026-03-18,2026-03,Triage,95,93,2,34.8,35.0,,,,True,QUEUE-000000442,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
