bed_capacity_record_id,hospital_id,department_id,reporting_date,reporting_month,licensed_beds,staffed_beds,operational_beds,occupied_beds,unavailable_beds,reserved_beds,beds_above_operational_capacity,overcapacity_flag,overcapacity_exception_flag,overcapacity_reason,valid_bed_record_flag,source_primary_key,processing_run_id,validation_run_id,transformation_version,processed_datetime,source_row_number
BED-000000384,HOSP-001,DEPT-ICU,2026-05-08,2026-05,24,22,21,20,3,0,0,False,False,,True,BED-000000384,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000385,HOSP-001,DEPT-MED,2026-05-09,2026-05,120,116,109,104,11,4,0,False,False,,True,BED-000000385,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000386,HOSP-001,DEPT-SURG,2026-05-09,2026-05,100,96,93,85,7,4,0,False,False,,True,BED-000000386,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000387,HOSP-001,DEPT-ICU,2026-05-09,2026-05,24,23,22,19,2,1,0,False,False,,True,BED-000000387,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000388,HOSP-001,DEPT-MED,2026-05-10,2026-05,120,110,103,108,17,0,5,True,True,Occupied exceeds operational capacity,True,BED-000000388,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000389,HOSP-001,DEPT-SURG,2026-05-10,2026-05,100,91,87,79,13,1,0,False,False,,True,BED-000000389,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000390,HOSP-001,DEPT-ICU,2026-05-10,2026-05,24,22,21,20,3,0,0,False,False,,True,BED-000000390,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000391,HOSP-001,DEPT-MED,2026-05-11,2026-05,120,112,109,117,11,1,8,True,True,Occupied exceeds operational capacity,True,BED-000000391,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000392,HOSP-001,DEPT-SURG,2026-05-11,2026-05,100,95,88,80,12,1,0,False,False,,True,BED-000000392,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000393,HOSP-001,DEPT-ICU,2026-05-11,2026-05,24,21,20,20,4,0,0,False,False,,True,BED-000000393,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000394,HOSP-001,DEPT-MED,2026-05-12,2026-05,120,113,104,102,16,4,0,False,False,,True,BED-000000394,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000395,HOSP-001,DEPT-SURG,2026-05-12,2026-05,100,92,84,78,16,1,0,False,False,,True,BED-000000395,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000396,HOSP-001,DEPT-ICU,2026-05-12,2026-05,24,23,21,21,3,0,0,False,False,,True,BED-000000396,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000397,HOSP-001,DEPT-MED,2026-05-13,2026-05,120,116,107,93,13,3,0,False,False,,True,BED-000000397,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000398,HOSP-001,DEPT-SURG,2026-05-13,2026-05,100,92,85,75,15,1,0,False,False,,True,BED-000000398,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000399,HOSP-001,DEPT-ICU,2026-05-13,2026-05,24,22,21,21,3,0,0,False,False,,True,BED-000000399,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000400,HOSP-001,DEPT-MED,2026-05-14,2026-05,120,118,116,124,4,2,8,True,True,Occupied exceeds operational capacity,True,BED-000000400,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000401,HOSP-001,DEPT-SURG,2026-05-14,2026-05,100,90,89,81,11,0,0,False,False,,True,BED-000000401,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000402,HOSP-001,DEPT-ICU,2026-05-14,2026-05,24,22,21,20,3,0,0,False,False,,True,BED-000000402,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000403,HOSP-001,DEPT-MED,2026-05-15,2026-05,120,114,105,107,15,0,2,True,True,Occupied exceeds operational capacity,True,BED-000000403,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000404,HOSP-001,DEPT-SURG,2026-05-15,2026-05,100,94,88,88,12,3,0,False,False,,True,BED-000000404,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000405,HOSP-001,DEPT-ICU,2026-05-15,2026-05,24,22,21,19,3,0,0,False,False,,True,BED-000000405,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000406,HOSP-001,DEPT-MED,2026-05-16,2026-05,120,119,118,112,2,1,0,False,False,,True,BED-000000406,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000407,HOSP-001,DEPT-SURG,2026-05-16,2026-05,100,90,84,89,16,2,5,True,True,Occupied exceeds operational capacity,True,BED-000000407,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000408,HOSP-001,DEPT-ICU,2026-05-16,2026-05,24,22,21,21,3,0,0,False,False,,True,BED-000000408,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000409,HOSP-001,DEPT-MED,2026-05-17,2026-05,120,108,106,103,14,3,0,False,False,,True,BED-000000409,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000410,HOSP-001,DEPT-SURG,2026-05-17,2026-05,100,90,84,87,16,0,3,True,True,Occupied exceeds operational capacity,True,BED-000000410,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000411,HOSP-001,DEPT-ICU,2026-05-17,2026-05,24,23,22,19,2,0,0,False,False,,True,BED-000000411,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000412,HOSP-001,DEPT-MED,2026-05-18,2026-05,120,115,107,111,13,4,4,True,True,Occupied exceeds operational capacity,True,BED-000000412,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000413,HOSP-001,DEPT-SURG,2026-05-18,2026-05,100,99,96,88,4,4,0,False,False,,True,BED-000000413,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000414,HOSP-001,DEPT-ICU,2026-05-18,2026-05,24,22,21,22,3,0,1,True,True,Occupied exceeds operational capacity,True,BED-000000414,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000415,HOSP-001,DEPT-MED,2026-05-19,2026-05,120,109,106,114,14,1,8,True,True,Occupied exceeds operational capacity,True,BED-000000415,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000416,HOSP-001,DEPT-SURG,2026-05-19,2026-05,100,97,96,87,4,2,0,False,False,,True,BED-000000416,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000417,HOSP-001,DEPT-ICU,2026-05-19,2026-05,24,23,22,19,2,0,0,False,False,,True,BED-000000417,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000418,HOSP-001,DEPT-MED,2026-05-20,2026-05,120,109,103,111,17,2,8,True,True,Occupied exceeds operational capacity,True,BED-000000418,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000419,HOSP-001,DEPT-SURG,2026-05-20,2026-05,100,90,88,84,12,0,0,False,False,,True,BED-000000419,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000420,HOSP-001,DEPT-ICU,2026-05-20,2026-05,24,23,22,22,2,0,0,False,False,,True,BED-000000420,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000421,HOSP-001,DEPT-MED,2026-05-21,2026-05,120,113,108,113,12,2,5,True,True,Occupied exceeds operational capacity,True,BED-000000421,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000422,HOSP-001,DEPT-SURG,2026-05-21,2026-05,100,91,87,90,13,2,3,True,True,Occupied exceeds operational capacity,True,BED-000000422,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000423,HOSP-001,DEPT-ICU,2026-05-21,2026-05,24,23,22,20,2,0,0,False,False,,True,BED-000000423,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000424,HOSP-001,DEPT-MED,2026-05-22,2026-05,120,112,104,103,16,1,0,False,False,,True,BED-000000424,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000425,HOSP-001,DEPT-SURG,2026-05-22,2026-05,100,98,90,92,10,1,2,True,True,Occupied exceeds operational capacity,True,BED-000000425,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000426,HOSP-001,DEPT-ICU,2026-05-22,2026-05,24,22,20,17,4,0,0,False,False,,True,BED-000000426,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000427,HOSP-001,DEPT-MED,2026-05-23,2026-05,120,118,117,115,3,5,0,False,False,,True,BED-000000427,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000428,HOSP-001,DEPT-SURG,2026-05-23,2026-05,100,97,93,94,7,2,1,True,True,Occupied exceeds operational capacity,True,BED-000000428,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000429,HOSP-001,DEPT-ICU,2026-05-23,2026-05,24,21,20,18,4,0,0,False,False,,True,BED-000000429,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000430,HOSP-001,DEPT-MED,2026-05-24,2026-05,120,115,112,105,8,1,0,False,False,,True,BED-000000430,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000431,HOSP-001,DEPT-SURG,2026-05-24,2026-05,100,96,91,85,9,0,0,False,False,,True,BED-000000431,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000432,HOSP-001,DEPT-ICU,2026-05-24,2026-05,24,23,22,20,2,0,0,False,False,,True,BED-000000432,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000433,HOSP-001,DEPT-MED,2026-05-25,2026-05,120,111,110,109,10,1,0,False,False,,True,BED-000000433,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000434,HOSP-001,DEPT-SURG,2026-05-25,2026-05,100,93,88,82,12,1,0,False,False,,True,BED-000000434,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000435,HOSP-001,DEPT-ICU,2026-05-25,2026-05,24,23,22,21,2,0,0,False,False,,True,BED-000000435,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000436,HOSP-001,DEPT-MED,2026-05-26,2026-05,120,114,111,103,9,5,0,False,False,,True,BED-000000436,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000437,HOSP-001,DEPT-SURG,2026-05-26,2026-05,100,95,92,99,8,2,7,True,True,Occupied exceeds operational capacity,True,BED-000000437,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000438,HOSP-001,DEPT-ICU,2026-05-26,2026-05,24,23,22,21,2,0,0,False,False,,True,BED-000000438,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000439,HOSP-001,DEPT-MED,2026-05-27,2026-05,120,119,109,115,11,3,6,True,True,Occupied exceeds operational capacity,True,BED-000000439,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000440,HOSP-001,DEPT-SURG,2026-05-27,2026-05,100,93,88,91,12,4,3,True,True,Occupied exceeds operational capacity,True,BED-000000440,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000441,HOSP-001,DEPT-ICU,2026-05-27,2026-05,24,23,21,22,3,0,1,True,True,Occupied exceeds operational capacity,True,BED-000000441,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000442,HOSP-001,DEPT-MED,2026-05-28,2026-05,120,115,112,119,8,5,7,True,True,Occupied exceeds operational capacity,True,BED-000000442,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000443,HOSP-001,DEPT-SURG,2026-05-28,2026-05,100,99,96,100,4,1,4,True,True,Occupied exceeds operational capacity,True,BED-000000443,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000444,HOSP-001,DEPT-ICU,2026-05-28,2026-05,24,22,21,20,3,0,0,False,False,,True,BED-000000444,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000445,HOSP-001,DEPT-MED,2026-05-29,2026-05,120,112,110,111,10,3,1,True,True,Occupied exceeds operational capacity,True,BED-000000445,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000446,HOSP-001,DEPT-SURG,2026-05-29,2026-05,100,91,88,84,12,0,0,False,False,,True,BED-000000446,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000447,HOSP-001,DEPT-ICU,2026-05-29,2026-05,24,22,21,18,3,0,0,False,False,,True,BED-000000447,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000448,HOSP-001,DEPT-MED,2026-05-30,2026-05,120,117,112,112,8,0,0,False,False,,True,BED-000000448,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000449,HOSP-001,DEPT-SURG,2026-05-30,2026-05,100,90,83,87,17,2,4,True,True,Occupied exceeds operational capacity,True,BED-000000449,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000450,HOSP-001,DEPT-ICU,2026-05-30,2026-05,24,21,19,17,5,0,0,False,False,,True,BED-000000450,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000451,HOSP-001,DEPT-MED,2026-05-31,2026-05,120,119,115,121,5,1,6,True,True,Occupied exceeds operational capacity,True,BED-000000451,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000452,HOSP-001,DEPT-SURG,2026-05-31,2026-05,100,90,85,74,15,3,0,False,False,,True,BED-000000452,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000453,HOSP-001,DEPT-ICU,2026-05-31,2026-05,24,22,21,20,3,0,0,False,False,,True,BED-000000453,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000454,HOSP-001,DEPT-MED,2026-06-01,2026-06,120,119,114,107,6,2,0,False,False,,True,BED-000000454,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000455,HOSP-001,DEPT-SURG,2026-06-01,2026-06,100,93,90,89,10,2,0,False,False,,True,BED-000000455,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000456,HOSP-001,DEPT-ICU,2026-06-01,2026-06,24,22,21,21,3,0,0,False,False,,True,BED-000000456,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000457,HOSP-001,DEPT-MED,2026-06-02,2026-06,120,113,110,128,10,4,18,True,True,Occupied exceeds operational capacity,True,BED-000000457,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000458,HOSP-001,DEPT-SURG,2026-06-02,2026-06,100,95,87,88,13,3,1,True,True,Occupied exceeds operational capacity,True,BED-000000458,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000459,HOSP-001,DEPT-ICU,2026-06-02,2026-06,24,21,20,19,4,0,0,False,False,,True,BED-000000459,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000460,HOSP-001,DEPT-MED,2026-06-03,2026-06,120,114,109,110,11,2,1,True,True,Occupied exceeds operational capacity,True,BED-000000460,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000461,HOSP-001,DEPT-SURG,2026-06-03,2026-06,100,96,91,99,9,1,8,True,True,Occupied exceeds operational capacity,True,BED-000000461,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000462,HOSP-001,DEPT-ICU,2026-06-03,2026-06,24,21,19,18,5,0,0,False,False,,True,BED-000000462,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000463,HOSP-001,DEPT-MED,2026-06-04,2026-06,120,110,106,114,14,3,8,True,True,Occupied exceeds operational capacity,True,BED-000000463,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000464,HOSP-001,DEPT-SURG,2026-06-04,2026-06,100,94,86,101,14,2,15,True,True,Occupied exceeds operational capacity,True,BED-000000464,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000465,HOSP-001,DEPT-ICU,2026-06-04,2026-06,24,22,20,23,4,0,3,True,True,Occupied exceeds operational capacity,True,BED-000000465,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000466,HOSP-001,DEPT-MED,2026-06-05,2026-06,120,109,104,105,16,0,1,True,True,Occupied exceeds operational capacity,True,BED-000000466,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000467,HOSP-001,DEPT-SURG,2026-06-05,2026-06,100,90,86,84,14,1,0,False,False,,True,BED-000000467,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000468,HOSP-001,DEPT-ICU,2026-06-05,2026-06,24,23,22,20,2,0,0,False,False,,True,BED-000000468,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000469,HOSP-001,DEPT-MED,2026-06-06,2026-06,120,119,112,127,8,5,15,True,True,Occupied exceeds operational capacity,True,BED-000000469,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000470,HOSP-001,DEPT-SURG,2026-06-06,2026-06,100,90,86,83,14,0,0,False,False,,True,BED-000000470,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000471,HOSP-001,DEPT-ICU,2026-06-06,2026-06,24,23,21,23,3,0,2,True,True,Occupied exceeds operational capacity,True,BED-000000471,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000472,HOSP-001,DEPT-MED,2026-06-07,2026-06,120,110,106,106,14,1,0,False,False,,True,BED-000000472,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000473,HOSP-001,DEPT-SURG,2026-06-07,2026-06,100,90,89,96,11,0,7,True,True,Occupied exceeds operational capacity,True,BED-000000473,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000474,HOSP-001,DEPT-ICU,2026-06-07,2026-06,24,23,21,22,3,0,1,True,True,Occupied exceeds operational capacity,True,BED-000000474,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000475,HOSP-001,DEPT-MED,2026-06-08,2026-06,120,108,105,102,15,3,0,False,False,,True,BED-000000475,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000476,HOSP-001,DEPT-SURG,2026-06-08,2026-06,100,91,85,97,15,2,12,True,True,Occupied exceeds operational capacity,True,BED-000000476,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000477,HOSP-001,DEPT-ICU,2026-06-08,2026-06,24,22,20,20,4,0,0,False,False,,True,BED-000000477,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000478,HOSP-001,DEPT-MED,2026-06-09,2026-06,120,108,105,110,15,4,5,True,True,Occupied exceeds operational capacity,True,BED-000000478,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000479,HOSP-001,DEPT-SURG,2026-06-09,2026-06,100,96,88,86,12,1,0,False,False,,True,BED-000000479,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000480,HOSP-001,DEPT-ICU,2026-06-09,2026-06,24,22,21,24,3,0,3,True,True,Occupied exceeds operational capacity,True,BED-000000480,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000481,HOSP-001,DEPT-MED,2026-06-10,2026-06,120,111,103,106,17,2,3,True,True,Occupied exceeds operational capacity,True,BED-000000481,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000482,HOSP-001,DEPT-SURG,2026-06-10,2026-06,100,96,93,109,7,3,16,True,True,Occupied exceeds operational capacity,True,BED-000000482,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000483,HOSP-001,DEPT-ICU,2026-06-10,2026-06,24,23,22,24,2,0,2,True,True,Occupied exceeds operational capacity,True,BED-000000483,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000484,HOSP-001,DEPT-MED,2026-06-11,2026-06,120,111,110,109,10,3,0,False,False,,True,BED-000000484,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000485,HOSP-001,DEPT-SURG,2026-06-11,2026-06,100,97,95,103,5,4,8,True,True,Occupied exceeds operational capacity,True,BED-000000485,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000486,HOSP-001,DEPT-ICU,2026-06-11,2026-06,24,23,21,22,3,0,1,True,True,Occupied exceeds operational capacity,True,BED-000000486,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000487,HOSP-001,DEPT-MED,2026-06-12,2026-06,120,111,108,124,12,4,16,True,True,Occupied exceeds operational capacity,True,BED-000000487,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000488,HOSP-001,DEPT-SURG,2026-06-12,2026-06,100,94,91,107,9,4,16,True,True,Occupied exceeds operational capacity,True,BED-000000488,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000489,HOSP-001,DEPT-ICU,2026-06-12,2026-06,24,23,22,22,2,0,0,False,False,,True,BED-000000489,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000490,HOSP-001,DEPT-MED,2026-06-13,2026-06,120,113,105,121,15,0,16,True,True,Occupied exceeds operational capacity,True,BED-000000490,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000491,HOSP-001,DEPT-SURG,2026-06-13,2026-06,100,99,95,106,5,0,11,True,True,Occupied exceeds operational capacity,True,BED-000000491,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000492,HOSP-001,DEPT-ICU,2026-06-13,2026-06,24,21,20,21,4,0,1,True,True,Occupied exceeds operational capacity,True,BED-000000492,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
