lineage_id,scenario_run_id,source_type,source_id,source_file,link_type,recorded_at
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-BASE-002-RECID-3,SR-BL-D77B91D98CAB4A91-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ED-20260310-OPT2,,Approved By,2026-07-28T14:59:00.623229
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-BASE-002-COMP-4,SR-BL-D77B91D98CAB4A91-COMP-BASE-002,Comparator Config,COMP-BASE-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:00.623237
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-BASE-002-PKG-5,SR-BL-D77B91D98CAB4A91-COMP-BASE-002,Package,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:00.623243
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-BASE-002-EP-6,SR-BL-D77B91D98CAB4A91-COMP-BASE-002,Episode,EP-HOSP-001-DEPT-ED-kpi_002-20260310,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:00.623249
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-CONS-002-BASE-0,SR-BL-D77B91D98CAB4A91-COMP-CONS-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:00.632147
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-CONS-002-REC-1,SR-BL-D77B91D98CAB4A91-COMP-CONS-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260310,,Contributed To,2026-07-28T14:59:00.632155
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-CONS-002-RECID-2,SR-BL-D77B91D98CAB4A91-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ED-20260310-OPT1,,Approved By,2026-07-28T14:59:00.632161
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-CONS-002-RECID-3,SR-BL-D77B91D98CAB4A91-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ED-20260310-OPT2,,Approved By,2026-07-28T14:59:00.632165
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-CONS-002-COMP-4,SR-BL-D77B91D98CAB4A91-COMP-CONS-002,Comparator Config,COMP-CONS-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:00.632170
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-CONS-002-PKG-5,SR-BL-D77B91D98CAB4A91-COMP-CONS-002,Package,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:00.632175
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-CONS-002-EP-6,SR-BL-D77B91D98CAB4A91-COMP-CONS-002,Episode,EP-HOSP-001-DEPT-ED-kpi_002-20260310,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:00.632180
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-EXP-002-BASE-0,SR-BL-D77B91D98CAB4A91-COMP-EXP-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:00.637581
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-EXP-002-REC-1,SR-BL-D77B91D98CAB4A91-COMP-EXP-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260310,,Contributed To,2026-07-28T14:59:00.637588
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-EXP-002-RECID-2,SR-BL-D77B91D98CAB4A91-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ED-20260310-OPT1,,Approved By,2026-07-28T14:59:00.637594
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-EXP-002-RECID-3,SR-BL-D77B91D98CAB4A91-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ED-20260310-OPT2,,Approved By,2026-07-28T14:59:00.637599
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-EXP-002-COMP-4,SR-BL-D77B91D98CAB4A91-COMP-EXP-002,Comparator Config,COMP-EXP-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:00.637603
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-EXP-002-PKG-5,SR-BL-D77B91D98CAB4A91-COMP-EXP-002,Package,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:00.637608
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-EXP-002-EP-6,SR-BL-D77B91D98CAB4A91-COMP-EXP-002,Episode,EP-HOSP-001-DEPT-ED-kpi_002-20260310,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:00.637613
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-HIGH-002-BASE-0,SR-BL-D77B91D98CAB4A91-COMP-HIGH-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:00.645962
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-HIGH-002-REC-1,SR-BL-D77B91D98CAB4A91-COMP-HIGH-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260310,,Contributed To,2026-07-28T14:59:00.645977
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-HIGH-002-RECID-2,SR-BL-D77B91D98CAB4A91-COMP-HIGH-002,Recommendation,REC-CASE-DEPT-ED-20260310-OPT1,,Approved By,2026-07-28T14:59:00.645984
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-HIGH-002-RECID-3,SR-BL-D77B91D98CAB4A91-COMP-HIGH-002,Recommendation,REC-CASE-DEPT-ED-20260310-OPT2,,Approved By,2026-07-28T14:59:00.645989
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-HIGH-002-COMP-4,SR-BL-D77B91D98CAB4A91-COMP-HIGH-002,Comparator Config,COMP-HIGH-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:00.645995
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-HIGH-002-PKG-5,SR-BL-D77B91D98CAB4A91-COMP-HIGH-002,Package,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:00.646001
LIN-EV-SR-BL-D77B91D98CAB4A91-COMP-HIGH-002-EP-6,SR-BL-D77B91D98CAB4A91-COMP-HIGH-002,Episode,EP-HOSP-001-DEPT-ED-kpi_002-20260310,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:00.646006
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-BASE-002-BASE-0,SR-BL-21D63D3D35D398E8-COMP-BASE-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:00.656178
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-BASE-002-REC-1,SR-BL-21D63D3D35D398E8-COMP-BASE-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260421,,Contributed To,2026-07-28T14:59:00.656185
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-BASE-002-RECID-2,SR-BL-21D63D3D35D398E8-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ED-20260421-OPT1,,Approved By,2026-07-28T14:59:00.656191
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-BASE-002-RECID-3,SR-BL-21D63D3D35D398E8-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ED-20260421-OPT2,,Approved By,2026-07-28T14:59:00.656196
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-BASE-002-COMP-4,SR-BL-21D63D3D35D398E8-COMP-BASE-002,Comparator Config,COMP-BASE-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:00.656200
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-BASE-002-PKG-5,SR-BL-21D63D3D35D398E8-COMP-BASE-002,Package,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:00.656205
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-BASE-002-EP-6,SR-BL-21D63D3D35D398E8-COMP-BASE-002,Episode,EP-HOSP-001-DEPT-ED-kpi_002-20260421,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:00.656210
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-CONS-002-BASE-0,SR-BL-21D63D3D35D398E8-COMP-CONS-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:00.665980
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-CONS-002-REC-1,SR-BL-21D63D3D35D398E8-COMP-CONS-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260421,,Contributed To,2026-07-28T14:59:00.665988
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-CONS-002-RECID-2,SR-BL-21D63D3D35D398E8-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ED-20260421-OPT1,,Approved By,2026-07-28T14:59:00.665994
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-CONS-002-RECID-3,SR-BL-21D63D3D35D398E8-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ED-20260421-OPT2,,Approved By,2026-07-28T14:59:00.665998
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-CONS-002-COMP-4,SR-BL-21D63D3D35D398E8-COMP-CONS-002,Comparator Config,COMP-CONS-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:00.666003
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-CONS-002-PKG-5,SR-BL-21D63D3D35D398E8-COMP-CONS-002,Package,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:00.666008
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-CONS-002-EP-6,SR-BL-21D63D3D35D398E8-COMP-CONS-002,Episode,EP-HOSP-001-DEPT-ED-kpi_002-20260421,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:00.666013
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-EXP-002-BASE-0,SR-BL-21D63D3D35D398E8-COMP-EXP-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:00.671032
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-EXP-002-REC-1,SR-BL-21D63D3D35D398E8-COMP-EXP-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260421,,Contributed To,2026-07-28T14:59:00.671040
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-EXP-002-RECID-2,SR-BL-21D63D3D35D398E8-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ED-20260421-OPT1,,Approved By,2026-07-28T14:59:00.671045
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-EXP-002-RECID-3,SR-BL-21D63D3D35D398E8-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ED-20260421-OPT2,,Approved By,2026-07-28T14:59:00.671050
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-EXP-002-COMP-4,SR-BL-21D63D3D35D398E8-COMP-EXP-002,Comparator Config,COMP-EXP-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:00.671055
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-EXP-002-PKG-5,SR-BL-21D63D3D35D398E8-COMP-EXP-002,Package,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:00.671059
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-EXP-002-EP-6,SR-BL-21D63D3D35D398E8-COMP-EXP-002,Episode,EP-HOSP-001-DEPT-ED-kpi_002-20260421,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:00.671064
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-HIGH-002-BASE-0,SR-BL-21D63D3D35D398E8-COMP-HIGH-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:00.678381
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-HIGH-002-REC-1,SR-BL-21D63D3D35D398E8-COMP-HIGH-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260421,,Contributed To,2026-07-28T14:59:00.678389
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-HIGH-002-RECID-2,SR-BL-21D63D3D35D398E8-COMP-HIGH-002,Recommendation,REC-CASE-DEPT-ED-20260421-OPT1,,Approved By,2026-07-28T14:59:00.678395
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-HIGH-002-RECID-3,SR-BL-21D63D3D35D398E8-COMP-HIGH-002,Recommendation,REC-CASE-DEPT-ED-20260421-OPT2,,Approved By,2026-07-28T14:59:00.678399
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-HIGH-002-COMP-4,SR-BL-21D63D3D35D398E8-COMP-HIGH-002,Comparator Config,COMP-HIGH-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:00.678404
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-HIGH-002-PKG-5,SR-BL-21D63D3D35D398E8-COMP-HIGH-002,Package,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:00.678408
LIN-EV-SR-BL-21D63D3D35D398E8-COMP-HIGH-002-EP-6,SR-BL-21D63D3D35D398E8-COMP-HIGH-002,Episode,EP-HOSP-001-DEPT-ED-kpi_002-20260421,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:00.678413
LIN-EV-SR-BL-3243B244F2A3A939-COMP-BASE-002-BASE-0,SR-BL-3243B244F2A3A939-COMP-BASE-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:00.687283
LIN-EV-SR-BL-3243B244F2A3A939-COMP-BASE-002-REC-1,SR-BL-3243B244F2A3A939-COMP-BASE-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260425,,Contributed To,2026-07-28T14:59:00.687290
LIN-EV-SR-BL-3243B244F2A3A939-COMP-BASE-002-REC-2,SR-BL-3243B244F2A3A939-COMP-BASE-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260426,,Contributed To,2026-07-28T14:59:00.687296
LIN-EV-SR-BL-3243B244F2A3A939-COMP-BASE-002-RECID-3,SR-BL-3243B244F2A3A939-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ED-20260425-OPT1,,Approved By,2026-07-28T14:59:00.687301
LIN-EV-SR-BL-3243B244F2A3A939-COMP-BASE-002-RECID-4,SR-BL-3243B244F2A3A939-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ED-20260425-OPT2,,Approved By,2026-07-28T14:59:00.687305
LIN-EV-SR-BL-3243B244F2A3A939-COMP-BASE-002-RECID-5,SR-BL-3243B244F2A3A939-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ED-20260426-OPT1,,Approved By,2026-07-28T14:59:00.687309
LIN-EV-SR-BL-3243B244F2A3A939-COMP-BASE-002-RECID-6,SR-BL-3243B244F2A3A939-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ED-20260426-OPT2,,Approved By,2026-07-28T14:59:00.687313
LIN-EV-SR-BL-3243B244F2A3A939-COMP-BASE-002-COMP-7,SR-BL-3243B244F2A3A939-COMP-BASE-002,Comparator Config,COMP-BASE-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:00.687318
LIN-EV-SR-BL-3243B244F2A3A939-COMP-BASE-002-PKG-8,SR-BL-3243B244F2A3A939-COMP-BASE-002,Package,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:00.687322
LIN-EV-SR-BL-3243B244F2A3A939-COMP-BASE-002-EP-9,SR-BL-3243B244F2A3A939-COMP-BASE-002,Episode,EP-HOSP-001-DEPT-ED-kpi_002-20260425,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:00.687367
LIN-EV-SR-BL-3243B244F2A3A939-COMP-CONS-002-BASE-0,SR-BL-3243B244F2A3A939-COMP-CONS-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:00.695681
LIN-EV-SR-BL-3243B244F2A3A939-COMP-CONS-002-REC-1,SR-BL-3243B244F2A3A939-COMP-CONS-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260425,,Contributed To,2026-07-28T14:59:00.695689
LIN-EV-SR-BL-3243B244F2A3A939-COMP-CONS-002-REC-2,SR-BL-3243B244F2A3A939-COMP-CONS-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260426,,Contributed To,2026-07-28T14:59:00.695694
LIN-EV-SR-BL-3243B244F2A3A939-COMP-CONS-002-RECID-3,SR-BL-3243B244F2A3A939-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ED-20260425-OPT1,,Approved By,2026-07-28T14:59:00.695700
LIN-EV-SR-BL-3243B244F2A3A939-COMP-CONS-002-RECID-4,SR-BL-3243B244F2A3A939-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ED-20260425-OPT2,,Approved By,2026-07-28T14:59:00.695705
LIN-EV-SR-BL-3243B244F2A3A939-COMP-CONS-002-RECID-5,SR-BL-3243B244F2A3A939-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ED-20260426-OPT1,,Approved By,2026-07-28T14:59:00.695710
LIN-EV-SR-BL-3243B244F2A3A939-COMP-CONS-002-RECID-6,SR-BL-3243B244F2A3A939-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ED-20260426-OPT2,,Approved By,2026-07-28T14:59:00.695714
LIN-EV-SR-BL-3243B244F2A3A939-COMP-CONS-002-COMP-7,SR-BL-3243B244F2A3A939-COMP-CONS-002,Comparator Config,COMP-CONS-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:00.695718
LIN-EV-SR-BL-3243B244F2A3A939-COMP-CONS-002-PKG-8,SR-BL-3243B244F2A3A939-COMP-CONS-002,Package,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:00.695723
LIN-EV-SR-BL-3243B244F2A3A939-COMP-CONS-002-EP-9,SR-BL-3243B244F2A3A939-COMP-CONS-002,Episode,EP-HOSP-001-DEPT-ED-kpi_002-20260425,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:00.695728
LIN-EV-SR-BL-3243B244F2A3A939-COMP-EXP-002-BASE-0,SR-BL-3243B244F2A3A939-COMP-EXP-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:00.701396
LIN-EV-SR-BL-3243B244F2A3A939-COMP-EXP-002-REC-1,SR-BL-3243B244F2A3A939-COMP-EXP-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260425,,Contributed To,2026-07-28T14:59:00.701404
LIN-EV-SR-BL-3243B244F2A3A939-COMP-EXP-002-REC-2,SR-BL-3243B244F2A3A939-COMP-EXP-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260426,,Contributed To,2026-07-28T14:59:00.701409
LIN-EV-SR-BL-3243B244F2A3A939-COMP-EXP-002-RECID-3,SR-BL-3243B244F2A3A939-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ED-20260425-OPT1,,Approved By,2026-07-28T14:59:00.701414
LIN-EV-SR-BL-3243B244F2A3A939-COMP-EXP-002-RECID-4,SR-BL-3243B244F2A3A939-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ED-20260425-OPT2,,Approved By,2026-07-28T14:59:00.701419
LIN-EV-SR-BL-3243B244F2A3A939-COMP-EXP-002-RECID-5,SR-BL-3243B244F2A3A939-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ED-20260426-OPT1,,Approved By,2026-07-28T14:59:00.701423
LIN-EV-SR-BL-3243B244F2A3A939-COMP-EXP-002-RECID-6,SR-BL-3243B244F2A3A939-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ED-20260426-OPT2,,Approved By,2026-07-28T14:59:00.701427
LIN-EV-SR-BL-3243B244F2A3A939-COMP-EXP-002-COMP-7,SR-BL-3243B244F2A3A939-COMP-EXP-002,Comparator Config,COMP-EXP-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:00.701433
LIN-EV-SR-BL-3243B244F2A3A939-COMP-EXP-002-PKG-8,SR-BL-3243B244F2A3A939-COMP-EXP-002,Package,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:00.701437
LIN-EV-SR-BL-3243B244F2A3A939-COMP-EXP-002-EP-9,SR-BL-3243B244F2A3A939-COMP-EXP-002,Episode,EP-HOSP-001-DEPT-ED-kpi_002-20260425,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:00.701442
LIN-EV-SR-BL-3243B244F2A3A939-COMP-HIGH-002-BASE-0,SR-BL-3243B244F2A3A939-COMP-HIGH-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:00.710197
LIN-EV-SR-BL-3243B244F2A3A939-COMP-HIGH-002-REC-1,SR-BL-3243B244F2A3A939-COMP-HIGH-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260425,,Contributed To,2026-07-28T14:59:00.710217
LIN-EV-SR-BL-3243B244F2A3A939-COMP-HIGH-002-REC-2,SR-BL-3243B244F2A3A939-COMP-HIGH-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260426,,Contributed To,2026-07-28T14:59:00.710224
LIN-EV-SR-BL-3243B244F2A3A939-COMP-HIGH-002-RECID-3,SR-BL-3243B244F2A3A939-COMP-HIGH-002,Recommendation,REC-CASE-DEPT-ED-20260425-OPT1,,Approved By,2026-07-28T14:59:00.710233
LIN-EV-SR-BL-3243B244F2A3A939-COMP-HIGH-002-RECID-4,SR-BL-3243B244F2A3A939-COMP-HIGH-002,Recommendation,REC-CASE-DEPT-ED-20260425-OPT2,,Approved By,2026-07-28T14:59:00.710239
LIN-EV-SR-BL-3243B244F2A3A939-COMP-HIGH-002-RECID-5,SR-BL-3243B244F2A3A939-COMP-HIGH-002,Recommendation,REC-CASE-DEPT-ED-20260426-OPT1,,Approved By,2026-07-28T14:59:00.710244
LIN-EV-SR-BL-3243B244F2A3A939-COMP-HIGH-002-RECID-6,SR-BL-3243B244F2A3A939-COMP-HIGH-002,Recommendation,REC-CASE-DEPT-ED-20260426-OPT2,,Approved By,2026-07-28T14:59:00.710250
LIN-EV-SR-BL-3243B244F2A3A939-COMP-HIGH-002-COMP-7,SR-BL-3243B244F2A3A939-COMP-HIGH-002,Comparator Config,COMP-HIGH-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:00.710257
LIN-EV-SR-BL-3243B244F2A3A939-COMP-HIGH-002-PKG-8,SR-BL-3243B244F2A3A939-COMP-HIGH-002,Package,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:00.710263
LIN-EV-SR-BL-3243B244F2A3A939-COMP-HIGH-002-EP-9,SR-BL-3243B244F2A3A939-COMP-HIGH-002,Episode,EP-HOSP-001-DEPT-ED-kpi_002-20260425,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:00.710269
LIN-EV-SR-BL-708E0D60F809A0E3-COMP-BASE-002-BASE-0,SR-BL-708E0D60F809A0E3-COMP-BASE-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:00.728625
LIN-EV-SR-BL-708E0D60F809A0E3-COMP-BASE-002-REC-1,SR-BL-708E0D60F809A0E3-COMP-BASE-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260521,,Contributed To,2026-07-28T14:59:00.728638
LIN-EV-SR-BL-708E0D60F809A0E3-COMP-BASE-002-REC-2,SR-BL-708E0D60F809A0E3-COMP-BASE-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260522,,Contributed To,2026-07-28T14:59:00.728646
LIN-EV-SR-BL-708E0D60F809A0E3-COMP-BASE-002-REC-3,SR-BL-708E0D60F809A0E3-COMP-BASE-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260523,,Contributed To,2026-07-28T14:59:00.728653
LIN-EV-SR-BL-708E0D60F809A0E3-COMP-BASE-002-REC-4,SR-BL-708E0D60F809A0E3-COMP-BASE-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ED-20260524,,Contributed To,2026-07-28T14:59:00.728660
LIN-EV-SR-BL-708E0D60F809A0E3-COMP-BASE-002-RECID-5,SR-BL-708E0D60F809A0E3-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ED-20260521-OPT1,,Approved By,2026-07-28T14:59:00.728667
LIN-EV-SR-BL-708E0D60F809A0E3-COMP-BASE-002-RECID-6,SR-BL-708E0D60F809A0E3-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ED-20260521-OPT2,,Approved By,2026-07-28T14:59:00.728675
LIN-EV-SR-BL-708E0D60F809A0E3-COMP-BASE-002-RECID-7,SR-BL-708E0D60F809A0E3-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ED-20260524-OPT1,,Approved By,2026-07-28T14:59:00.728681
LIN-EV-SR-BL-708E0D60F809A0E3-COMP-BASE-002-RECID-8,SR-BL-708E0D60F809A0E3-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ED-20260524-OPT2,,Approved By,2026-07-28T14:59:00.728687
LIN-EV-SR-BL-708E0D60F809A0E3-COMP-BASE-002-COMP-9,SR-BL-708E0D60F809A0E3-COMP-BASE-002,Comparator Config,COMP-BASE-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:00.728694
LIN-EV-SR-BL-708E0D60F809A0E3-COMP-BASE-002-PKG-10,SR-BL-708E0D60F809A0E3-COMP-BASE-002,Package,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:00.728703
LIN-EV-SR-BL-708E0D60F809A0E3-COMP-BASE-002-EP-11,SR-BL-708E0D60F809A0E3-COMP-BASE-002,Episode,EP-HOSP-001-DEPT-ED-kpi_002-20260521,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:00.728710
