interpretation_id,approval_package_id,scenario_template_id,episode_id,scenario_family,comparator_summary,primary_kpi_effect,supporting_kpi_effects,adverse_effects,displacement_risk,assumption_drivers,management_validation_required,sensitivity_classification,diminishing_return_classification,trade_off_band,management_readiness,interpretation_text
INT-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108,SCEN-STAFF-001,EP-HOSP-001-DEPT-ADM-kpi_001-20260108,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (11.1111111111111%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%),Staffing coverage adjusted from 83.33% to 100.00%. Adjusted available staff: 20.0 (required: 18.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (11.1111111111111%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,SCEN-ABS-001,EP-HOSP-001-DEPT-ED-kpi_002-20260603,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 25.00% to 20.00%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 5.00%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,SCEN-ABS-001,EP-HOSP-001-DEPT-ED-kpi_002-20260610,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999993%); Expected: Decrease (-20.000000000000004%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 23.08% to 18.46%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 4.62%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999993%); Expected: Decrease (-20.000000000000004%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,SCEN-ABS-001,EP-HOSP-001-DEPT-ED-kpi_002-20260614,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.000000000000004%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%),Absenteeism adjusted from 18.63% to 14.90%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.73%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.000000000000004%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,SCEN-ABS-001,EP-HOSP-001-DEPT-ED-kpi_002-20260626,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999996%); Expected: Decrease (-19.999999999999993%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 16.92% to 13.54%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.38%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999996%); Expected: Decrease (-19.999999999999993%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,SCEN-ABS-001,EP-HOSP-001-DEPT-ED-kpi_002-20260707,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 30.00% to 24.00%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 6.00%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,SCEN-ABS-001,EP-HOSP-001-DEPT-ED-kpi_002-20260818,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999995%); Expected: Decrease (-19.99999999999999%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 23.53% to 18.82%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 4.71%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999995%); Expected: Decrease (-19.99999999999999%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,SCEN-ABS-001,EP-HOSP-001-DEPT-ED-kpi_002-20260923,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999993%); Expected: Decrease (-20.000000000000004%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 23.08% to 18.46%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 4.62%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999993%); Expected: Decrease (-20.000000000000004%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,SCEN-ABS-001,EP-HOSP-001-DEPT-ED-kpi_002-20261005,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%),Absenteeism adjusted from 15.38% to 12.31%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.08%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,SCEN-ABS-001,EP-HOSP-001-DEPT-ED-kpi_002-20261013,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%),Absenteeism adjusted from 15.38% to 12.31%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.08%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,SCEN-ABS-001,EP-HOSP-001-DEPT-ED-kpi_002-20261026,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 19.85% to 15.88%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.97%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,SCEN-ABS-001,EP-HOSP-001-DEPT-ED-kpi_002-20261102,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%),Absenteeism adjusted from 15.38% to 12.31%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.08%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,SCEN-ABS-001,EP-HOSP-001-DEPT-ED-kpi_002-20261109,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%),Absenteeism adjusted from 15.38% to 12.31%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.08%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,SCEN-ABS-001,EP-HOSP-001-DEPT-ED-kpi_002-20261127,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 20.00% to 16.00%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 4.00%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,SCEN-ABS-001,EP-HOSP-001-DEPT-ED-kpi_002-20261212,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999993%); Expected: Decrease (-20.000000000000004%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 23.08% to 18.46%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 4.62%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999993%); Expected: Decrease (-20.000000000000004%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,SCEN-ABS-001,EP-HOSP-001-DEPT-ED-kpi_002-20261217,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%),Absenteeism adjusted from 12.43% to 9.94%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 2.49%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601-SCEN-FLOW-001,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,SCEN-FLOW-001,EP-HOSP-001-DEPT-ED-kpi_004-20260601,Patient-Flow and Waiting-Time Adjustment,Baseline: No Change (0.0%); Conservative: Increase (6.297852474323061%); Expected: Increase (12.077922077922084%); Higher Intensity: Increase (20.988095238095248%),"Simplified Operational Scenario Estimate: average wait adjusted from 55.1 min to 61.8 min. Demand/capacity ratio changed. This is an analytical approximation, not a guaranteed forecast.",See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601 (SCEN-FLOW-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (6.297852474323061%); Expected: Increase (12.077922077922084%); Higher Intensity: Increase (20.988095238095248%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
