primary_impact_id,scenario_run_id,approval_package_id,episode_id,primary_kpi_id,baseline_primary_kpi_value,scenario_primary_kpi_value,absolute_change,percentage_change,direction_of_change,comparator_type,scenario_family,final_scenario_confidence,impact_classification,effect_direction,evidence_language
PI-SR-BL-8A83D7DA100E5D02-COMP-CONS-001,SR-BL-8A83D7DA100E5D02-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,EP-HOSP-001-DEPT-ED-kpi_001-20261008,kpi_001,78.57142857142857,92.85714285714286,2.0,14.285714285714292,Increase,Conservative,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-8A83D7DA100E5D02-COMP-EXP-001,SR-BL-8A83D7DA100E5D02-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,EP-HOSP-001-DEPT-ED-kpi_001-20261008,kpi_001,78.57142857142857,100.0,5.0,21.42857142857143,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-8A83D7DA100E5D02-COMP-HIGH-001,SR-BL-8A83D7DA100E5D02-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,EP-HOSP-001-DEPT-ED-kpi_001-20261008,kpi_001,78.57142857142857,100.0,9.0,21.42857142857143,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-8DED0EB10F15C211-COMP-BASE-001,SR-BL-8DED0EB10F15C211-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,EP-HOSP-001-DEPT-ED-kpi_001-20261014,kpi_001,84.44562274670635,84.11764705882354,0.0,-0.3279756878828124,Decrease,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-8DED0EB10F15C211-COMP-CONS-001,SR-BL-8DED0EB10F15C211-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,EP-HOSP-001-DEPT-ED-kpi_001-20261014,kpi_001,84.44562274670635,97.05882352941177,2.0,12.61320078270542,Increase,Conservative,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-8DED0EB10F15C211-COMP-EXP-001,SR-BL-8DED0EB10F15C211-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,EP-HOSP-001-DEPT-ED-kpi_001-20261014,kpi_001,84.44562274670635,100.0,5.0,15.554377253293652,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-8DED0EB10F15C211-COMP-HIGH-001,SR-BL-8DED0EB10F15C211-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,EP-HOSP-001-DEPT-ED-kpi_001-20261014,kpi_001,84.44562274670635,100.0,9.0,15.554377253293652,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-945DADB9F3FCA786-COMP-BASE-001,SR-BL-945DADB9F3FCA786-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,EP-HOSP-001-DEPT-ED-kpi_001-20261101,kpi_001,83.33333333333334,83.33333333333334,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-945DADB9F3FCA786-COMP-CONS-001,SR-BL-945DADB9F3FCA786-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,EP-HOSP-001-DEPT-ED-kpi_001-20261101,kpi_001,83.33333333333334,100.0,2.0,16.666666666666657,Increase,Conservative,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-945DADB9F3FCA786-COMP-EXP-001,SR-BL-945DADB9F3FCA786-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,EP-HOSP-001-DEPT-ED-kpi_001-20261101,kpi_001,83.33333333333334,100.0,5.0,16.666666666666657,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-945DADB9F3FCA786-COMP-HIGH-001,SR-BL-945DADB9F3FCA786-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,EP-HOSP-001-DEPT-ED-kpi_001-20261101,kpi_001,83.33333333333334,100.0,9.0,16.666666666666657,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-5C8256177ABE7D9E-COMP-BASE-001,SR-BL-5C8256177ABE7D9E-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,EP-HOSP-001-DEPT-ED-kpi_001-20261113,kpi_001,73.33333333333333,73.33333333333333,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-5C8256177ABE7D9E-COMP-CONS-001,SR-BL-5C8256177ABE7D9E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,EP-HOSP-001-DEPT-ED-kpi_001-20261113,kpi_001,73.33333333333333,86.66666666666667,2.0,13.333333333333343,Increase,Conservative,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-5C8256177ABE7D9E-COMP-EXP-001,SR-BL-5C8256177ABE7D9E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,EP-HOSP-001-DEPT-ED-kpi_001-20261113,kpi_001,73.33333333333333,100.0,5.0,26.66666666666667,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-5C8256177ABE7D9E-COMP-HIGH-001,SR-BL-5C8256177ABE7D9E-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,EP-HOSP-001-DEPT-ED-kpi_001-20261113,kpi_001,73.33333333333333,100.0,9.0,26.66666666666667,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-109CB996345A0593-COMP-BASE-001,SR-BL-109CB996345A0593-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,EP-HOSP-001-DEPT-ED-kpi_001-20261227,kpi_001,80.0,80.0,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-109CB996345A0593-COMP-CONS-001,SR-BL-109CB996345A0593-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,EP-HOSP-001-DEPT-ED-kpi_001-20261227,kpi_001,80.0,93.33333333333333,2.0,13.333333333333329,Increase,Conservative,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-109CB996345A0593-COMP-EXP-001,SR-BL-109CB996345A0593-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,EP-HOSP-001-DEPT-ED-kpi_001-20261227,kpi_001,80.0,100.0,5.0,20.0,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-109CB996345A0593-COMP-HIGH-001,SR-BL-109CB996345A0593-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,EP-HOSP-001-DEPT-ED-kpi_001-20261227,kpi_001,80.0,100.0,9.0,20.0,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-640531690BF49FC3-COMP-BASE-002,SR-BL-640531690BF49FC3-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,EP-HOSP-001-DEPT-ED-kpi_002-20260106,kpi_002,15.384615384615383,15.384615384615383,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-640531690BF49FC3-COMP-CONS-002,SR-BL-640531690BF49FC3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,EP-HOSP-001-DEPT-ED-kpi_002-20260106,kpi_002,15.384615384615383,13.846153846153845,-1.5384615384615383,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-640531690BF49FC3-COMP-EXP-002,SR-BL-640531690BF49FC3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,EP-HOSP-001-DEPT-ED-kpi_002-20260106,kpi_002,15.384615384615383,12.307692307692307,-3.0769230769230766,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-640531690BF49FC3-COMP-HIGH-002,SR-BL-640531690BF49FC3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,EP-HOSP-001-DEPT-ED-kpi_002-20260106,kpi_002,15.384615384615383,10.0,-5.384615384615383,-34.99999999999999,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-062B8B568A7B6C5F-COMP-BASE-002,SR-BL-062B8B568A7B6C5F-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,EP-HOSP-001-DEPT-ED-kpi_002-20260207,kpi_002,25.0,25.0,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-062B8B568A7B6C5F-COMP-CONS-002,SR-BL-062B8B568A7B6C5F-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,EP-HOSP-001-DEPT-ED-kpi_002-20260207,kpi_002,25.0,22.5,-2.5,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-062B8B568A7B6C5F-COMP-EXP-002,SR-BL-062B8B568A7B6C5F-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,EP-HOSP-001-DEPT-ED-kpi_002-20260207,kpi_002,25.0,20.0,-5.0,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-062B8B568A7B6C5F-COMP-HIGH-002,SR-BL-062B8B568A7B6C5F-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,EP-HOSP-001-DEPT-ED-kpi_002-20260207,kpi_002,25.0,16.25,-8.75,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-D77B91D98CAB4A91-COMP-BASE-002,SR-BL-D77B91D98CAB4A91-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,EP-HOSP-001-DEPT-ED-kpi_002-20260310,kpi_002,20.0,20.0,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-D77B91D98CAB4A91-COMP-CONS-002,SR-BL-D77B91D98CAB4A91-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,EP-HOSP-001-DEPT-ED-kpi_002-20260310,kpi_002,20.0,18.0,-2.0,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-D77B91D98CAB4A91-COMP-EXP-002,SR-BL-D77B91D98CAB4A91-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,EP-HOSP-001-DEPT-ED-kpi_002-20260310,kpi_002,20.0,16.0,-4.0,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-D77B91D98CAB4A91-COMP-HIGH-002,SR-BL-D77B91D98CAB4A91-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,EP-HOSP-001-DEPT-ED-kpi_002-20260310,kpi_002,20.0,13.0,-7.0,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-21D63D3D35D398E8-COMP-BASE-002,SR-BL-21D63D3D35D398E8-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,EP-HOSP-001-DEPT-ED-kpi_002-20260421,kpi_002,20.0,20.0,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-21D63D3D35D398E8-COMP-CONS-002,SR-BL-21D63D3D35D398E8-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,EP-HOSP-001-DEPT-ED-kpi_002-20260421,kpi_002,20.0,18.0,-2.0,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-21D63D3D35D398E8-COMP-EXP-002,SR-BL-21D63D3D35D398E8-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,EP-HOSP-001-DEPT-ED-kpi_002-20260421,kpi_002,20.0,16.0,-4.0,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-21D63D3D35D398E8-COMP-HIGH-002,SR-BL-21D63D3D35D398E8-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,EP-HOSP-001-DEPT-ED-kpi_002-20260421,kpi_002,20.0,13.0,-7.0,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-3243B244F2A3A939-COMP-BASE-002,SR-BL-3243B244F2A3A939-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,EP-HOSP-001-DEPT-ED-kpi_002-20260425,kpi_002,20.192307692307693,20.192307692307693,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-3243B244F2A3A939-COMP-CONS-002,SR-BL-3243B244F2A3A939-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,EP-HOSP-001-DEPT-ED-kpi_002-20260425,kpi_002,20.192307692307693,18.173076923076923,-2.01923076923077,-10.000000000000004,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-3243B244F2A3A939-COMP-EXP-002,SR-BL-3243B244F2A3A939-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,EP-HOSP-001-DEPT-ED-kpi_002-20260425,kpi_002,20.192307692307693,16.153846153846157,-4.0384615384615365,-19.99999999999999,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-3243B244F2A3A939-COMP-HIGH-002,SR-BL-3243B244F2A3A939-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,EP-HOSP-001-DEPT-ED-kpi_002-20260425,kpi_002,20.192307692307693,13.125000000000002,-7.067307692307692,-34.99999999999999,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-708E0D60F809A0E3-COMP-BASE-002,SR-BL-708E0D60F809A0E3-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,EP-HOSP-001-DEPT-ED-kpi_002-20260521,kpi_002,16.199095022624434,16.199095022624434,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-708E0D60F809A0E3-COMP-CONS-002,SR-BL-708E0D60F809A0E3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,EP-HOSP-001-DEPT-ED-kpi_002-20260521,kpi_002,16.199095022624434,14.57918552036199,-1.619909502262443,-9.999999999999998,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-708E0D60F809A0E3-COMP-EXP-002,SR-BL-708E0D60F809A0E3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,EP-HOSP-001-DEPT-ED-kpi_002-20260521,kpi_002,16.199095022624434,12.959276018099548,-3.239819004524886,-19.999999999999996,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-708E0D60F809A0E3-COMP-HIGH-002,SR-BL-708E0D60F809A0E3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,EP-HOSP-001-DEPT-ED-kpi_002-20260521,kpi_002,16.199095022624434,10.529411764705882,-5.669683257918551,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-0FF5DC781B30E376-COMP-BASE-002,SR-BL-0FF5DC781B30E376-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,EP-HOSP-001-DEPT-ED-kpi_002-20260603,kpi_002,25.0,25.0,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-0FF5DC781B30E376-COMP-CONS-002,SR-BL-0FF5DC781B30E376-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,EP-HOSP-001-DEPT-ED-kpi_002-20260603,kpi_002,25.0,22.5,-2.5,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-0FF5DC781B30E376-COMP-EXP-002,SR-BL-0FF5DC781B30E376-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,EP-HOSP-001-DEPT-ED-kpi_002-20260603,kpi_002,25.0,20.0,-5.0,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-0FF5DC781B30E376-COMP-HIGH-002,SR-BL-0FF5DC781B30E376-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,EP-HOSP-001-DEPT-ED-kpi_002-20260603,kpi_002,25.0,16.25,-8.75,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-1AB0374A3339D42D-COMP-BASE-002,SR-BL-1AB0374A3339D42D-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,EP-HOSP-001-DEPT-ED-kpi_002-20260610,kpi_002,23.07692307692308,23.07692307692308,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-1AB0374A3339D42D-COMP-CONS-002,SR-BL-1AB0374A3339D42D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,EP-HOSP-001-DEPT-ED-kpi_002-20260610,kpi_002,23.07692307692308,20.769230769230774,-2.3076923076923066,-9.999999999999993,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-1AB0374A3339D42D-COMP-EXP-002,SR-BL-1AB0374A3339D42D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,EP-HOSP-001-DEPT-ED-kpi_002-20260610,kpi_002,23.07692307692308,18.461538461538463,-4.615384615384617,-20.000000000000004,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-1AB0374A3339D42D-COMP-HIGH-002,SR-BL-1AB0374A3339D42D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,EP-HOSP-001-DEPT-ED-kpi_002-20260610,kpi_002,23.07692307692308,15.000000000000002,-8.076923076923078,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-2F13768166C08BF3-COMP-BASE-002,SR-BL-2F13768166C08BF3-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,EP-HOSP-001-DEPT-ED-kpi_002-20260614,kpi_002,18.629807692307693,18.629807692307693,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-2F13768166C08BF3-COMP-CONS-002,SR-BL-2F13768166C08BF3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,EP-HOSP-001-DEPT-ED-kpi_002-20260614,kpi_002,18.629807692307693,16.766826923076923,-1.86298076923077,-10.000000000000004,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-2F13768166C08BF3-COMP-EXP-002,SR-BL-2F13768166C08BF3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,EP-HOSP-001-DEPT-ED-kpi_002-20260614,kpi_002,18.629807692307693,14.903846153846155,-3.7259615384615383,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-2F13768166C08BF3-COMP-HIGH-002,SR-BL-2F13768166C08BF3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,EP-HOSP-001-DEPT-ED-kpi_002-20260614,kpi_002,18.629807692307693,12.109375000000002,-6.520432692307692,-34.99999999999999,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-CCD1F0648DF417E7-COMP-BASE-002,SR-BL-CCD1F0648DF417E7-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,EP-HOSP-001-DEPT-ED-kpi_002-20260626,kpi_002,16.923076923076923,16.923076923076923,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-CCD1F0648DF417E7-COMP-CONS-002,SR-BL-CCD1F0648DF417E7-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,EP-HOSP-001-DEPT-ED-kpi_002-20260626,kpi_002,16.923076923076923,15.230769230769232,-1.6923076923076916,-9.999999999999996,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-CCD1F0648DF417E7-COMP-EXP-002,SR-BL-CCD1F0648DF417E7-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,EP-HOSP-001-DEPT-ED-kpi_002-20260626,kpi_002,16.923076923076923,13.53846153846154,-3.3846153846153832,-19.999999999999993,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-CCD1F0648DF417E7-COMP-HIGH-002,SR-BL-CCD1F0648DF417E7-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,EP-HOSP-001-DEPT-ED-kpi_002-20260626,kpi_002,16.923076923076923,11.0,-5.923076923076923,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-EDFEFEEFE780B78F-COMP-BASE-002,SR-BL-EDFEFEEFE780B78F-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,EP-HOSP-001-DEPT-ED-kpi_002-20260707,kpi_002,30.0,30.0,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-EDFEFEEFE780B78F-COMP-CONS-002,SR-BL-EDFEFEEFE780B78F-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,EP-HOSP-001-DEPT-ED-kpi_002-20260707,kpi_002,30.0,27.0,-3.0,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-EDFEFEEFE780B78F-COMP-EXP-002,SR-BL-EDFEFEEFE780B78F-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,EP-HOSP-001-DEPT-ED-kpi_002-20260707,kpi_002,30.0,24.0,-6.0,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-EDFEFEEFE780B78F-COMP-HIGH-002,SR-BL-EDFEFEEFE780B78F-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,EP-HOSP-001-DEPT-ED-kpi_002-20260707,kpi_002,30.0,19.5,-10.5,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-236419D4F0EF55BD-COMP-BASE-002,SR-BL-236419D4F0EF55BD-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,EP-HOSP-001-DEPT-ED-kpi_002-20260818,kpi_002,23.52941176470588,23.52941176470588,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-236419D4F0EF55BD-COMP-CONS-002,SR-BL-236419D4F0EF55BD-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,EP-HOSP-001-DEPT-ED-kpi_002-20260818,kpi_002,23.52941176470588,21.176470588235293,-2.352941176470587,-9.999999999999995,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-236419D4F0EF55BD-COMP-EXP-002,SR-BL-236419D4F0EF55BD-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,EP-HOSP-001-DEPT-ED-kpi_002-20260818,kpi_002,23.52941176470588,18.823529411764707,-4.705882352941174,-19.99999999999999,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-236419D4F0EF55BD-COMP-HIGH-002,SR-BL-236419D4F0EF55BD-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,EP-HOSP-001-DEPT-ED-kpi_002-20260818,kpi_002,23.52941176470588,15.294117647058822,-8.235294117647058,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-4AD80E402F2044AB-COMP-BASE-002,SR-BL-4AD80E402F2044AB-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,EP-HOSP-001-DEPT-ED-kpi_002-20260923,kpi_002,23.07692307692308,23.07692307692308,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-4AD80E402F2044AB-COMP-CONS-002,SR-BL-4AD80E402F2044AB-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,EP-HOSP-001-DEPT-ED-kpi_002-20260923,kpi_002,23.07692307692308,20.769230769230774,-2.3076923076923066,-9.999999999999993,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
