scenario_run_id,approval_package_id,comparator_type,scenario_family,baseline_validity,assumption_plausibility,numerical_validity,comparator_set_status,governance_compliant,final_validation_status,revision_id,revision_type,revision_timestamp,revision_status
SR-BL-708E0D60F809A0E3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Conservative,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,433,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-708E0D60F809A0E3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Expected,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,434,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-708E0D60F809A0E3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Higher Intensity,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,435,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-0FF5DC781B30E376-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,436,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-0FF5DC781B30E376-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,437,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-0FF5DC781B30E376-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,438,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-0FF5DC781B30E376-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,439,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-1AB0374A3339D42D-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,440,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-1AB0374A3339D42D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,441,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-1AB0374A3339D42D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,442,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-1AB0374A3339D42D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,443,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-2F13768166C08BF3-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Baseline,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,444,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-2F13768166C08BF3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Conservative,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,445,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-2F13768166C08BF3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Expected,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,446,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-2F13768166C08BF3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Higher Intensity,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,447,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-CCD1F0648DF417E7-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Baseline,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,448,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-CCD1F0648DF417E7-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Conservative,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,449,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-CCD1F0648DF417E7-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Expected,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,450,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-CCD1F0648DF417E7-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Higher Intensity,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,451,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-EDFEFEEFE780B78F-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,452,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-EDFEFEEFE780B78F-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,453,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-EDFEFEEFE780B78F-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,454,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-EDFEFEEFE780B78F-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,455,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-236419D4F0EF55BD-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,456,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-236419D4F0EF55BD-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,457,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-236419D4F0EF55BD-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,458,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-236419D4F0EF55BD-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,459,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-4AD80E402F2044AB-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,460,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-4AD80E402F2044AB-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,461,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-4AD80E402F2044AB-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,462,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-4AD80E402F2044AB-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,463,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-5F70E8D8CDCD3FA1-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,464,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-5F70E8D8CDCD3FA1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,465,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-5F70E8D8CDCD3FA1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,466,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-5F70E8D8CDCD3FA1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,467,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-A2D4B87CED1D8FBA-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,468,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-A2D4B87CED1D8FBA-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,469,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-A2D4B87CED1D8FBA-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,470,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-A2D4B87CED1D8FBA-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,471,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-7C780C8FC9E335FE-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Baseline,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,472,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-7C780C8FC9E335FE-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Conservative,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,473,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-7C780C8FC9E335FE-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Expected,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,474,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-7C780C8FC9E335FE-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Higher Intensity,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,475,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-115F5DAD55E1127E-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,476,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-115F5DAD55E1127E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,477,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-115F5DAD55E1127E-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,478,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-115F5DAD55E1127E-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,479,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-75AED2490A9FD068-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,480,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-75AED2490A9FD068-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,481,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-75AED2490A9FD068-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,482,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-75AED2490A9FD068-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,483,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-77E9E29455DF9DE5-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,484,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-77E9E29455DF9DE5-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,485,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-77E9E29455DF9DE5-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,486,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-77E9E29455DF9DE5-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,487,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-2E258E2B6EECBB9A-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,488,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-2E258E2B6EECBB9A-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,489,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-2E258E2B6EECBB9A-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,490,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-2E258E2B6EECBB9A-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,491,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-7B5E7D4C33015107-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Baseline,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,492,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-7B5E7D4C33015107-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Conservative,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,493,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-7B5E7D4C33015107-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Expected,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,494,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-7B5E7D4C33015107-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Higher Intensity,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,495,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-DF599DF8EE7050E7-COMP-BASE-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Baseline,Patient-Flow and Waiting-Time Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,496,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-DF599DF8EE7050E7-COMP-CONS-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Conservative,Patient-Flow and Waiting-Time Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,497,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-DF599DF8EE7050E7-COMP-EXP-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Expected,Patient-Flow and Waiting-Time Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,498,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-DF599DF8EE7050E7-COMP-HIGH-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Higher Intensity,Patient-Flow and Waiting-Time Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,499,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-0B92FC41A972F69B-COMP-BASE-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Baseline,Patient-Flow and Waiting-Time Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,500,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-0B92FC41A972F69B-COMP-CONS-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Conservative,Patient-Flow and Waiting-Time Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,501,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-0B92FC41A972F69B-COMP-EXP-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Expected,Patient-Flow and Waiting-Time Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,502,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-0B92FC41A972F69B-COMP-HIGH-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Higher Intensity,Patient-Flow and Waiting-Time Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,503,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-A0612B49C9FE475C-COMP-BASE-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Baseline,Patient-Flow and Waiting-Time Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,504,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-A0612B49C9FE475C-COMP-CONS-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Conservative,Patient-Flow and Waiting-Time Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,505,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-A0612B49C9FE475C-COMP-EXP-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Expected,Patient-Flow and Waiting-Time Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,506,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-A0612B49C9FE475C-COMP-HIGH-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Higher Intensity,Patient-Flow and Waiting-Time Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,507,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-6F8BFFC14A228B81-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,508,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-6F8BFFC14A228B81-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,509,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-6F8BFFC14A228B81-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,510,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-6F8BFFC14A228B81-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,511,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-1E015E22AD2D25A5-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,512,Material,2026-07-28T21:56:45.904073,Pending
