approval_package_id,episode_id,hospital_id,department_id,dominant_kpi_id,scenario_family,closure_category,validation_status,package_readiness,contradiction_severity,provisional_warning,comparator_consistency,scorecard_band,evidence_id,lineage_id,comparator_validation_status,has_completed,has_blocked,has_monitoring
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,EP-HOSP-001-DEPT-ICU-kpi_001-20260211,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,EP-HOSP-001-DEPT-ICU-kpi_001-20260216,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,EP-HOSP-001-DEPT-ICU-kpi_001-20260323,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,EP-HOSP-001-DEPT-ICU-kpi_001-20260407,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,EP-HOSP-001-DEPT-ICU-kpi_001-20260426,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,EP-HOSP-001-DEPT-ICU-kpi_001-20260505,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,EP-HOSP-001-DEPT-ICU-kpi_001-20260513,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,EP-HOSP-001-DEPT-ICU-kpi_001-20260528,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,EP-HOSP-001-DEPT-ICU-kpi_001-20260612,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,EP-HOSP-001-DEPT-ICU-kpi_001-20260707,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,EP-HOSP-001-DEPT-ICU-kpi_001-20260801,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,EP-HOSP-001-DEPT-ICU-kpi_001-20260830,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,EP-HOSP-001-DEPT-ICU-kpi_001-20260914,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,EP-HOSP-001-DEPT-ICU-kpi_001-20260922,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,EP-HOSP-001-DEPT-ICU-kpi_001-20261105,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,EP-HOSP-001-DEPT-ICU-kpi_001-20261111,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,EP-HOSP-001-DEPT-ICU-kpi_001-20261130,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,EP-HOSP-001-DEPT-ICU-kpi_001-20261227,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,EP-HOSP-001-DEPT-ICU-kpi_002-20260109,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,EP-HOSP-001-DEPT-ICU-kpi_002-20260126,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,EP-HOSP-001-DEPT-ICU-kpi_002-20260219,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,EP-HOSP-001-DEPT-ICU-kpi_002-20260227,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,EP-HOSP-001-DEPT-ICU-kpi_002-20260305,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,EP-HOSP-001-DEPT-ICU-kpi_002-20260315,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,EP-HOSP-001-DEPT-ICU-kpi_002-20260406,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,EP-HOSP-001-DEPT-ICU-kpi_002-20260422,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,EP-HOSP-001-DEPT-ICU-kpi_002-20260429,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,EP-HOSP-001-DEPT-ICU-kpi_002-20260522,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,EP-HOSP-001-DEPT-ICU-kpi_002-20260530,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,EP-HOSP-001-DEPT-ICU-kpi_002-20260615,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,EP-HOSP-001-DEPT-ICU-kpi_002-20260630,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,EP-HOSP-001-DEPT-ICU-kpi_002-20260718,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,EP-HOSP-001-DEPT-ICU-kpi_002-20260818,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,EP-HOSP-001-DEPT-ICU-kpi_002-20260911,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,EP-HOSP-001-DEPT-ICU-kpi_002-20261014,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,EP-HOSP-001-DEPT-ICU-kpi_002-20261019,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,EP-HOSP-001-DEPT-ICU-kpi_002-20261026,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,EP-HOSP-001-DEPT-ICU-kpi_002-20261118,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,EP-HOSP-001-DEPT-ICU-kpi_002-20261129,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,EP-HOSP-001-DEPT-ICU-kpi_002-20261207,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,EP-HOSP-001-DEPT-ICU-kpi_002-20261213,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,EP-HOSP-001-DEPT-ICU-kpi_002-20261217,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,EP-HOSP-001-DEPT-ICU-kpi_002-20261231,HOSP-001,DEPT-ICU,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,EP-HOSP-001-DEPT-ICU-kpi_003-20260121,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,EP-HOSP-001-DEPT-ICU-kpi_003-20260128,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,EP-HOSP-001-DEPT-ICU-kpi_003-20260202,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,EP-HOSP-001-DEPT-ICU-kpi_003-20260208,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,EP-HOSP-001-DEPT-ICU-kpi_003-20260218,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,EP-HOSP-001-DEPT-ICU-kpi_003-20260307,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,EP-HOSP-001-DEPT-ICU-kpi_003-20260322,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,EP-HOSP-001-DEPT-ICU-kpi_003-20260326,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,EP-HOSP-001-DEPT-ICU-kpi_003-20260415,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,EP-HOSP-001-DEPT-ICU-kpi_003-20260428,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,EP-HOSP-001-DEPT-ICU-kpi_003-20260527,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,EP-HOSP-001-DEPT-ICU-kpi_003-20260604,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,EP-HOSP-001-DEPT-ICU-kpi_003-20260620,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,EP-HOSP-001-DEPT-ICU-kpi_003-20260708,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,EP-HOSP-001-DEPT-ICU-kpi_003-20260804,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,EP-HOSP-001-DEPT-ICU-kpi_003-20260821,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,EP-HOSP-001-DEPT-ICU-kpi_003-20260828,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,EP-HOSP-001-DEPT-ICU-kpi_003-20260901,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,EP-HOSP-001-DEPT-ICU-kpi_003-20260912,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,EP-HOSP-001-DEPT-ICU-kpi_003-20260926,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,EP-HOSP-001-DEPT-ICU-kpi_003-20261001,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,EP-HOSP-001-DEPT-ICU-kpi_003-20261007,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,EP-HOSP-001-DEPT-ICU-kpi_003-20261020,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,EP-HOSP-001-DEPT-ICU-kpi_003-20261025,HOSP-001,DEPT-ICU,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
